Delivery day;Period number;Period;Buy Orders (MWh);Sell Orders (MWh);Buy trades (MWh);Sell trades (MWh);Traded Quantity Difference (MWh);Weighted average price of all trades (EUR/MWh);Total Traded Quantity (MWh)
2.2.2026;22;21:00 - 22:00;19,902.8;4,569.5;105.4;42.8;62.6;135.18;148.2
2.2.2026;23;22:00 - 23:00;280.6;5,077.0;59.4;68.2;-8.8;114.73;127.6
2.2.2026;24;23:00 - 00:00;6,881.7;1,718.6;76.7;23.5;53.2;109.18;100.2
3.2.2026;1;00:00 - 01:00;482.3;135.6;75.4;7.1;68.3;102.32;82.5
3.2.2026;2;01:00 - 02:00;296.0;152.3;51.4;8.0;43.4;96.72;59.4
3.2.2026;3;02:00 - 03:00;597.7;135.5;103.8;7.0;96.8;90.55;110.8
3.2.2026;4;03:00 - 04:00;2,519.8;240.2;156.2;23.3;132.9;84.74;179.5
3.2.2026;5;04:00 - 05:00;1,477.6;167.9;80.6;15.7;64.9;86.01;96.3
3.2.2026;6;05:00 - 06:00;3,133.4;210.7;72.0;20.1;51.9;104.60;92.1
3.2.2026;7;06:00 - 07:00;137.5;10,436.8;4.1;28.6;-24.5;132.24;32.7
3.2.2026;8;07:00 - 08:00;437.8;3,055.5;48.0;40.7;7.3;219.19;88.7
3.2.2026;9;08:00 - 09:00;9,362.2;2,170.4;78.3;54.4;23.9;215.70;132.7
3.2.2026;10;09:00 - 10:00;7,964.0;1,336.7;96.1;114.5;-18.4;177.14;210.6
3.2.2026;11;10:00 - 11:00;18,348.7;1,662.1;72.2;314.9;-242.7;191.06;387.1
3.2.2026;12;11:00 - 12:00;3,121.4;3,115.1;216.3;437.6;-221.3;192.29;653.9
3.2.2026;13;12:00 - 13:00;3,579.4;3,224.0;256.2;277.7;-21.5;165.48;533.9
3.2.2026;14;13:00 - 14:00;10,682.7;4,240.8;184.6;224.0;-39.4;154.23;408.6
3.2.2026;15;14:00 - 15:00;6,247.5;1,753.1;124.1;94.1;30.0;164.07;218.2
3.2.2026;16;15:00 - 16:00;1,067.9;10,952.3;47.8;83.2;-35.4;186.13;131.0
3.2.2026;17;16:00 - 17:00;620.5;8,533.9;87.0;77.2;9.8;157.88;164.2
3.2.2026;18;17:00 - 18:00;9,725.0;6,556.4;89.1;96.9;-7.8;158.08;186.0
3.2.2026;19;18:00 - 19:00;24,321.1;2,974.9;49.0;71.0;-22.0;158.37;120.0
3.2.2026;20;19:00 - 20:00;3,205.5;7,214.8;28.1;46.2;-18.1;162.11;74.3
3.2.2026;21;20:00 - 21:00;222.5;898.0;6.6;11.6;-5.0;156.55;18.2
3.2.2026;22;21:00 - 22:00;3,061.7;2,329.1;16.8;25.1;-8.3;130.34;41.9
3.2.2026;23;22:00 - 23:00;2,634.1;2,328.3;16.5;18.0;-1.5;116.40;34.5
3.2.2026;24;23:00 - 00:00;2,657.9;2,258.5;18.8;34.6;-15.8;105.77;53.4
4.2.2026;1;00:00 - 01:00;415.9;88.6;27.1;10.3;16.8;100.94;37.4
4.2.2026;2;01:00 - 02:00;477.5;126.3;152.5;19.6;132.9;96.68;172.1
4.2.2026;3;02:00 - 03:00;1,049.6;167.6;113.2;23.9;89.3;98.11;137.1
4.2.2026;4;03:00 - 04:00;253.3;128.7;100.5;25.3;75.2;96.65;125.8
4.2.2026;5;04:00 - 05:00;1,356.2;101.2;59.7;26.8;32.9;97.95;86.5
4.2.2026;6;05:00 - 06:00;856.4;186.5;31.0;6.2;24.8;101.06;37.2
4.2.2026;7;06:00 - 07:00;183.9;156.6;14.0;8.6;5.4;109.41;22.6
4.2.2026;8;07:00 - 08:00;665.6;1,061.6;33.7;49.4;-15.7;133.66;83.1
4.2.2026;9;08:00 - 09:00;130.8;316.5;14.6;31.0;-16.4;142.55;45.6
4.2.2026;10;09:00 - 10:00;3,930.9;492.8;30.1;22.8;7.3;155.18;52.9
4.2.2026;11;10:00 - 11:00;2,836.3;554.4;77.7;66.6;11.1;144.48;144.3
4.2.2026;12;11:00 - 12:00;2,238.3;3,112.8;106.5;115.1;-8.6;136.70;221.6
4.2.2026;13;12:00 - 13:00;4,242.6;6,319.0;150.5;176.3;-25.8;134.19;326.8
4.2.2026;14;13:00 - 14:00;13,857.7;6,029.7;153.9;141.9;12.0;130.04;295.8
4.2.2026;15;14:00 - 15:00;2,598.4;24,489.7;138.0;212.9;-74.9;129.83;350.9
4.2.2026;16;15:00 - 16:00;11,305.7;1,382.4;104.5;114.1;-9.6;128.72;218.6
4.2.2026;17;16:00 - 17:00;21,875.8;3,266.5;94.1;123.8;-29.7;131.36;217.9
4.2.2026;18;17:00 - 18:00;2,366.3;14,421.7;111.0;92.8;18.2;132.25;203.8
4.2.2026;19;18:00 - 19:00;18,885.7;8,994.3;90.8;86.8;4.0;132.81;177.6
4.2.2026;20;19:00 - 20:00;3,063.2;1,764.6;140.8;111.1;29.7;124.50;251.9
4.2.2026;21;20:00 - 21:00;2,048.7;3,559.0;80.5;98.4;-17.9;122.59;178.9
4.2.2026;22;21:00 - 22:00;7,158.2;962.7;23.5;38.2;-14.7;104.76;61.7
4.2.2026;23;22:00 - 23:00;3,510.4;2,196.0;51.6;34.5;17.1;103.50;86.1
4.2.2026;24;23:00 - 00:00;1,117.6;2,474.3;20.5;69.2;-48.7;93.84;89.7
5.2.2026;1;00:00 - 01:00;12,615.4;12,754.7;43.3;20.4;22.9;93.56;63.7
5.2.2026;2;01:00 - 02:00;455.3;172.9;41.1;14.4;26.7;92.88;55.5
5.2.2026;3;02:00 - 03:00;309.4;303.6;67.9;35.6;32.3;91.84;103.5
5.2.2026;4;03:00 - 04:00;288.2;260.2;50.5;46.4;4.1;91.41;96.9
5.2.2026;5;04:00 - 05:00;190.6;135.8;29.1;23.2;5.9;92.24;52.3
5.2.2026;6;05:00 - 06:00;159.8;193.4;11.7;20.4;-8.7;97.89;32.1
5.2.2026;7;06:00 - 07:00;136.8;341.5;8.2;61.0;-52.8;120.78;69.2
5.2.2026;8;07:00 - 08:00;468.1;338.5;70.0;75.6;-5.6;137.16;145.6
5.2.2026;9;08:00 - 09:00;1,249.4;614.3;60.9;128.2;-67.3;139.93;189.1
5.2.2026;10;09:00 - 10:00;3,641.7;2,387.8;77.7;177.8;-100.1;143.56;255.5
5.2.2026;11;10:00 - 11:00;1,216.5;1,004.5;80.6;158.9;-78.3;137.31;239.5
5.2.2026;12;11:00 - 12:00;872.4;1,597.1;60.0;173.9;-113.9;135.16;233.9
5.2.2026;13;12:00 - 13:00;603.1;1,993.3;73.7;130.5;-56.8;124.54;204.2
5.2.2026;14;13:00 - 14:00;1,611.6;5,524.2;86.3;135.7;-49.4;128.04;222.0
5.2.2026;15;14:00 - 15:00;2,452.9;3,061.2;110.7;158.1;-47.4;125.37;268.8
5.2.2026;16;15:00 - 16:00;11,181.1;1,480.5;87.0;163.2;-76.2;131.01;250.2
5.2.2026;17;16:00 - 17:00;4,677.4;5,236.3;72.9;117.6;-44.7;134.61;190.5
5.2.2026;18;17:00 - 18:00;1,086.9;2,213.7;34.8;103.1;-68.3;143.66;137.9
5.2.2026;19;18:00 - 19:00;8,533.9;9,254.9;85.0;102.7;-17.7;138.39;187.7
5.2.2026;20;19:00 - 20:00;10,395.9;4,215.1;67.2;125.8;-58.6;137.08;193.0
5.2.2026;21;20:00 - 21:00;57,369.4;25,959.6;33.2;115.4;-82.2;137.39;148.6
5.2.2026;22;21:00 - 22:00;8,137.3;10,616.4;59.2;84.9;-25.7;129.76;144.1
5.2.2026;23;22:00 - 23:00;578.7;2,039.8;66.5;78.9;-12.4;114.73;145.4
5.2.2026;24;23:00 - 00:00;1,042.3;6,978.5;55.6;76.9;-21.3;106.37;132.5
6.2.2026;1;00:00 - 01:00;64.6;158.6;12.9;23.4;-10.5;110.48;36.3
6.2.2026;2;01:00 - 02:00;121.7;203.8;47.3;24.8;22.5;107.14;72.1
6.2.2026;3;02:00 - 03:00;79.2;157.4;39.6;48.4;-8.8;110.56;88.0
6.2.2026;4;03:00 - 04:00;258.9;228.2;33.7;57.4;-23.7;113.08;91.1
6.2.2026;5;04:00 - 05:00;138.2;141.2;17.3;58.0;-40.7;110.37;75.3
6.2.2026;6;05:00 - 06:00;261.4;331.3;0.2;68.8;-68.6;114.29;69.0
6.2.2026;7;06:00 - 07:00;322.8;333.5;31.6;29.2;2.4;133.61;60.8
6.2.2026;8;07:00 - 08:00;248.5;220.4;28.8;35.8;-7.0;147.39;64.6
6.2.2026;9;08:00 - 09:00;3,057.4;718.8;30.0;82.0;-52.0;155.09;112.0
6.2.2026;10;09:00 - 10:00;4,057.8;824.8;46.4;115.1;-68.7;152.99;161.5
6.2.2026;11;10:00 - 11:00;633.6;1,831.5;86.6;100.2;-13.6;146.32;186.8
6.2.2026;12;11:00 - 12:00;2,530.7;3,012.5;174.6;152.2;22.4;143.81;326.8
6.2.2026;13;12:00 - 13:00;13,243.5;3,561.5;55.2;92.5;-37.3;134.68;147.7
6.2.2026;14;13:00 - 14:00;8,931.8;3,023.0;60.3;100.7;-40.4;136.48;161.0
6.2.2026;15;14:00 - 15:00;9,326.1;2,363.6;55.4;86.8;-31.4;135.40;142.2
6.2.2026;16;15:00 - 16:00;12,768.9;6,512.7;59.1;73.2;-14.1;143.35;132.3
6.2.2026;17;16:00 - 17:00;30,836.6;44,073.1;102.4;74.5;27.9;153.22;176.9
6.2.2026;18;17:00 - 18:00;84,108.1;7,387.3;74.8;63.0;11.8;150.85;137.8
6.2.2026;19;18:00 - 19:00;8,787.7;9,935.0;67.3;84.0;-16.7;147.02;151.3
6.2.2026;20;19:00 - 20:00;11,203.1;2,521.4;79.0;84.9;-5.9;143.80;163.9
6.2.2026;21;20:00 - 21:00;11,231.1;670.2;77.9;62.0;15.9;135.71;139.9
6.2.2026;22;21:00 - 22:00;5,782.1;1,691.6;51.5;85.2;-33.7;123.71;136.7
6.2.2026;23;22:00 - 23:00;12,861.9;3,854.6;52.0;91.5;-39.5;116.26;143.5
6.2.2026;24;23:00 - 00:00;2,684.9;2,918.6;85.4;71.9;13.5;105.85;157.3
7.2.2026;1;00:00 - 01:00;96.1;1,065.9;63.2;39.1;24.1;107.03;102.3
7.2.2026;2;01:00 - 02:00;202.5;346.4;45.6;33.7;11.9;102.54;79.3
7.2.2026;3;02:00 - 03:00;110.9;127.9;40.1;13.4;26.7;102.60;53.5
7.2.2026;4;03:00 - 04:00;239.7;91.0;51.4;9.3;42.1;100.89;60.7
7.2.2026;5;04:00 - 05:00;516.4;121.2;44.9;18.8;26.1;99.75;63.7
7.2.2026;6;05:00 - 06:00;80.4;87.4;13.6;11.3;2.3;95.65;24.9
7.2.2026;7;06:00 - 07:00;126.3;231.6;23.9;58.1;-34.2;101.31;82.0
7.2.2026;8;07:00 - 08:00;7,779.0;375.6;31.3;55.1;-23.8;107.60;86.4
7.2.2026;9;08:00 - 09:00;292.5;383.7;17.0;71.8;-54.8;113.16;88.8
7.2.2026;10;09:00 - 10:00;322.5;626.2;26.9;37.8;-10.9;115.21;64.7
7.2.2026;11;10:00 - 11:00;4,300.8;3,406.6;79.0;90.3;-11.3;107.95;169.3
7.2.2026;12;11:00 - 12:00;10,925.1;3,432.0;66.7;145.0;-78.3;105.29;211.7
7.2.2026;13;12:00 - 13:00;24,072.1;1,750.4;58.9;104.9;-46.0;98.62;163.8
7.2.2026;14;13:00 - 14:00;3,929.1;3,400.2;55.9;80.1;-24.2;97.36;136.0
7.2.2026;15;14:00 - 15:00;2,418.2;9,321.7;70.3;70.2;0.1;99.22;140.5
7.2.2026;16;15:00 - 16:00;6,444.3;1,232.8;63.4;62.6;0.8;110.33;126.0
7.2.2026;17;16:00 - 17:00;961.7;3,201.2;55.4;57.8;-2.4;126.06;113.2
7.2.2026;18;17:00 - 18:00;4,012.1;2,075.4;330.6;351.8;-21.2;133.75;682.4
7.2.2026;19;18:00 - 19:00;3,588.7;2,554.0;214.4;267.0;-52.6;134.25;481.4
7.2.2026;20;19:00 - 20:00;1,620.5;1,104.0;58.0;76.6;-18.6;134.67;134.6
7.2.2026;21;20:00 - 21:00;799.0;2,155.6;37.6;32.3;5.3;123.02;69.9
7.2.2026;22;21:00 - 22:00;1,540.4;2,233.8;67.9;68.3;-0.4;114.18;136.2
7.2.2026;23;22:00 - 23:00;2,180.7;2,219.3;44.7;68.2;-23.5;107.83;112.9
7.2.2026;24;23:00 - 00:00;811.9;7,140.2;45.1;61.0;-15.9;101.71;106.1
8.2.2026;1;00:00 - 01:00;130.6;152.3;63.9;12.8;51.1;102.64;76.7
8.2.2026;2;01:00 - 02:00;88.8;63.3;38.0;7.0;31.0;100.55;45.0
8.2.2026;3;02:00 - 03:00;61.4;159.1;35.2;21.2;14.0;100.27;56.4
8.2.2026;4;03:00 - 04:00;50.3;145.8;2.3;27.3;-25.0;101.22;29.6
8.2.2026;5;04:00 - 05:00;83.0;174.6;35.0;24.8;10.2;99.00;59.8
8.2.2026;6;05:00 - 06:00;125.5;196.3;38.9;21.9;17.0;103.95;60.8
8.2.2026;7;06:00 - 07:00;109.5;214.0;14.1;38.1;-24.0;98.29;52.2
8.2.2026;8;07:00 - 08:00;77.8;345.1;18.6;48.0;-29.4;99.90;66.6
8.2.2026;9;08:00 - 09:00;3,003.3;490.1;48.6;89.3;-40.7;104.24;137.9
8.2.2026;10;09:00 - 10:00;568.9;939.7;43.9;101.4;-57.5;106.68;145.3
8.2.2026;11;10:00 - 11:00;5,140.8;1,051.1;91.3;74.2;17.1;102.52;165.5
8.2.2026;12;11:00 - 12:00;22,651.1;686.2;118.7;114.6;4.1;98.97;233.3
8.2.2026;13;12:00 - 13:00;9,114.3;8,920.6;113.7;150.6;-36.9;94.88;264.3
8.2.2026;14;13:00 - 14:00;6,280.4;6,558.7;65.5;123.2;-57.7;93.40;188.7
8.2.2026;15;14:00 - 15:00;6,201.0;4,848.5;69.3;135.2;-65.9;99.79;204.5
8.2.2026;16;15:00 - 16:00;11,493.9;2,662.6;91.8;71.3;20.5;104.19;163.1
8.2.2026;17;16:00 - 17:00;7,451.7;3,359.1;63.2;46.9;16.3;108.35;110.1
8.2.2026;18;17:00 - 18:00;9,928.9;1,586.8;54.5;89.4;-34.9;122.28;143.9
8.2.2026;19;18:00 - 19:00;13,221.1;6,108.9;42.3;92.3;-50.0;127.27;134.6
8.2.2026;20;19:00 - 20:00;1,250.3;2,776.9;26.9;77.4;-50.5;126.05;104.3
8.2.2026;21;20:00 - 21:00;1,860.1;2,218.3;25.9;51.3;-25.4;116.98;77.2
8.2.2026;22;21:00 - 22:00;9,623.4;1,122.3;22.2;76.3;-54.1;106.63;98.5
8.2.2026;23;22:00 - 23:00;964.2;1,315.7;42.4;71.5;-29.1;101.49;113.9
8.2.2026;24;23:00 - 00:00;664.8;10,512.4;38.0;69.1;-31.1;98.06;107.1
9.2.2026;1;00:00 - 01:00;169.5;154.1;24.5;66.5;-42.0;98.58;91.0
9.2.2026;2;01:00 - 02:00;393.7;188.5;281.5;73.3;208.2;97.34;354.8
9.2.2026;3;02:00 - 03:00;205.8;170.4;87.8;79.5;8.3;97.46;167.3
9.2.2026;4;03:00 - 04:00;239.1;247.1;18.5;68.9;-50.4;96.41;87.4
9.2.2026;5;04:00 - 05:00;245.9;204.5;23.4;79.3;-55.9;95.02;102.7
9.2.2026;6;05:00 - 06:00;5,309.4;956.0;31.3;73.0;-41.7;100.89;104.3
9.2.2026;7;06:00 - 07:00;453.7;943.9;34.2;74.7;-40.5;122.70;108.9
9.2.2026;8;07:00 - 08:00;4,834.1;6,321.2;34.8;25.2;9.6;156.36;60.0
9.2.2026;9;08:00 - 09:00;5,439.5;1,341.5;47.7;33.5;14.2;167.41;81.2
9.2.2026;10;09:00 - 10:00;5,542.4;4,832.7;56.8;104.7;-47.9;171.82;161.5
9.2.2026;11;10:00 - 11:00;8,871.0;2,347.2;125.3;193.6;-68.3;167.07;318.9
9.2.2026;12;11:00 - 12:00;26,607.4;2,492.5;112.8;148.8;-36.0;164.39;261.6
9.2.2026;13;12:00 - 13:00;14,839.9;2,963.5;109.9;142.0;-32.1;148.69;251.9
9.2.2026;14;13:00 - 14:00;11,657.1;6,341.3;118.0;129.0;-11.0;145.05;247.0
9.2.2026;15;14:00 - 15:00;10,391.0;5,378.7;77.3;107.7;-30.4;157.99;185.0
9.2.2026;16;15:00 - 16:00;18,351.5;4,729.0;91.6;73.6;18.0;180.91;165.2
9.2.2026;17;16:00 - 17:00;9,306.8;15,651.3;91.4;61.4;30.0;198.92;152.8
9.2.2026;18;17:00 - 18:00;20,470.3;1,455.6;62.5;47.7;14.8;247.56;110.2
9.2.2026;19;18:00 - 19:00;16,724.2;6,977.6;110.3;89.3;21.0;207.28;199.6
9.2.2026;20;19:00 - 20:00;3,523.4;26,917.8;113.2;110.3;2.9;189.54;223.5
9.2.2026;21;20:00 - 21:00;11,577.7;4,365.1;78.5;71.9;6.6;159.34;150.4
9.2.2026;22;21:00 - 22:00;4,616.9;4,795.7;114.0;86.0;28.0;138.64;200.0
9.2.2026;23;22:00 - 23:00;3,839.2;701.8;66.3;69.2;-2.9;122.78;135.5
9.2.2026;24;23:00 - 00:00;3,308.7;379.2;33.7;59.6;-25.9;111.48;93.3
10.2.2026;1;00:00 - 01:00;221.9;129.5;36.4;29.7;6.7;107.51;66.1
10.2.2026;2;01:00 - 02:00;261.9;155.6;80.0;24.8;55.2;107.74;104.8
10.2.2026;3;02:00 - 03:00;206.5;138.7;28.6;32.7;-4.1;108.35;61.3
10.2.2026;4;03:00 - 04:00;258.9;195.3;33.0;26.2;6.8;109.31;59.2
10.2.2026;5;04:00 - 05:00;249.0;171.1;22.5;24.0;-1.5;109.38;46.5
10.2.2026;6;05:00 - 06:00;190.8;285.1;77.5;49.4;28.1;117.33;126.9
10.2.2026;7;06:00 - 07:00;393.8;388.6;31.1;43.4;-12.3;140.79;74.5
10.2.2026;8;07:00 - 08:00;242.4;722.2;61.0;38.2;22.8;150.10;99.2
10.2.2026;9;08:00 - 09:00;3,099.1;3,660.5;61.5;57.7;3.8;152.90;119.2
10.2.2026;10;09:00 - 10:00;3,133.1;1,388.0;82.6;73.0;9.6;139.84;155.6
10.2.2026;11;10:00 - 11:00;3,709.5;2,684.5;87.1;80.3;6.8;135.05;167.4
10.2.2026;12;11:00 - 12:00;4,878.4;2,923.2;155.7;177.0;-21.3;129.15;332.7
10.2.2026;13;12:00 - 13:00;18,758.5;10,740.7;134.6;119.2;15.4;124.16;253.8
10.2.2026;14;13:00 - 14:00;12,876.8;3,236.2;214.1;128.6;85.5;126.96;342.7
10.2.2026;15;14:00 - 15:00;17,379.4;1,588.3;96.9;115.6;-18.7;138.57;212.5
10.2.2026;16;15:00 - 16:00;42,854.4;43,358.2;81.5;74.1;7.4;152.21;155.6
10.2.2026;17;16:00 - 17:00;94,840.0;54,559.1;95.0;95.0;0.0;163.53;190.0
10.2.2026;18;17:00 - 18:00;40,945.8;20,903.9;57.5;62.5;-5.0;170.78;120.0
10.2.2026;19;18:00 - 19:00;60,113.1;5,564.4;76.3;81.3;-5.0;160.98;157.6
10.2.2026;20;19:00 - 20:00;54,744.4;8,705.7;66.2;66.2;0.0;153.67;132.4
10.2.2026;21;20:00 - 21:00;8,617.0;19,288.8;69.7;70.0;-0.3;138.27;139.7
10.2.2026;22;21:00 - 22:00;1,145.7;57,467.6;21.3;62.7;-41.4;123.34;84.0
10.2.2026;23;22:00 - 23:00;11,294.3;3,898.7;102.7;59.2;43.5;108.43;161.9
10.2.2026;24;23:00 - 00:00;402.4;279.0;42.4;54.1;-11.7;103.97;96.5
11.2.2026;1;00:00 - 01:00;144.6;137.2;31.3;15.1;16.2;104.50;46.4
11.2.2026;2;01:00 - 02:00;276.3;137.2;47.8;9.7;38.1;94.44;57.5
11.2.2026;3;02:00 - 03:00;321.4;154.9;54.5;13.0;41.5;92.46;67.5
11.2.2026;4;03:00 - 04:00;217.2;145.2;95.1;29.3;65.8;92.29;124.4
11.2.2026;5;04:00 - 05:00;215.5;226.3;48.8;15.3;33.5;92.58;64.1
11.2.2026;6;05:00 - 06:00;258.2;169.0;25.9;15.6;10.3;114.85;41.5
11.2.2026;7;06:00 - 07:00;359.1;276.9;47.1;26.5;20.6;122.29;73.6
11.2.2026;8;07:00 - 08:00;580.5;316.8;55.6;20.3;35.3;141.60;75.9
11.2.2026;9;08:00 - 09:00;1,837.9;2,242.5;55.4;34.9;20.5;137.56;90.3
11.2.2026;10;09:00 - 10:00;1,484.2;1,476.4;43.2;40.5;2.7;133.34;83.7
11.2.2026;11;10:00 - 11:00;1,233.9;666.9;94.8;55.7;39.1;131.26;150.5
11.2.2026;12;11:00 - 12:00;1,448.2;1,316.0;106.6;92.9;13.7;134.61;199.5
11.2.2026;13;12:00 - 13:00;4,742.6;9,698.6;118.2;72.2;46.0;126.75;190.4
11.2.2026;14;13:00 - 14:00;2,098.2;2,517.1;80.1;49.0;31.1;129.03;129.1
11.2.2026;15;14:00 - 15:00;13,242.7;10,545.7;153.5;87.5;66.0;129.84;241.0
11.2.2026;16;15:00 - 16:00;27,572.2;9,818.5;186.5;88.5;98.0;132.62;275.0
11.2.2026;17;16:00 - 17:00;29,918.4;17,642.8;111.3;55.4;55.9;147.54;166.7
11.2.2026;18;17:00 - 18:00;32,050.3;12,228.3;75.5;41.0;34.5;146.97;116.5
11.2.2026;19;18:00 - 19:00;9,368.4;37,850.9;88.8;69.0;19.8;141.58;157.8
11.2.2026;20;19:00 - 20:00;12,791.7;14,458.5;101.2;65.8;35.4;129.44;167.0
11.2.2026;21;20:00 - 21:00;2,563.7;2,697.9;129.6;109.6;20.0;126.30;239.2
11.2.2026;22;21:00 - 22:00;34,334.1;2,110.6;119.7;121.4;-1.7;128.09;241.1
11.2.2026;23;22:00 - 23:00;6,620.7;3,825.1;98.1;69.2;28.9;117.98;167.3
11.2.2026;24;23:00 - 00:00;19,694.8;12,534.0;72.8;42.1;30.7;114.01;114.9
12.2.2026;1;00:00 - 01:00;660.1;113.7;39.0;21.1;17.9;104.21;60.1
12.2.2026;2;01:00 - 02:00;383.9;126.2;50.2;25.7;24.5;103.99;75.9
12.2.2026;3;02:00 - 03:00;445.1;240.6;54.2;27.7;26.5;101.36;81.9
12.2.2026;4;03:00 - 04:00;522.5;180.2;144.9;13.5;131.4;102.60;158.4
12.2.2026;5;04:00 - 05:00;282.8;152.2;117.0;26.4;90.6;106.08;143.4
12.2.2026;6;05:00 - 06:00;294.1;197.9;133.9;42.8;91.1;107.65;176.7
12.2.2026;7;06:00 - 07:00;240.8;189.8;85.3;59.5;25.8;126.07;144.8
12.2.2026;8;07:00 - 08:00;224.6;340.3;44.4;43.7;0.7;140.54;88.1
12.2.2026;9;08:00 - 09:00;1,159.5;718.6;68.9;79.9;-11.0;138.38;148.8
12.2.2026;10;09:00 - 10:00;2,852.3;3,536.5;99.2;113.0;-13.8;127.73;212.2
12.2.2026;11;10:00 - 11:00;6,777.1;453.3;95.2;91.4;3.8;109.54;186.6
12.2.2026;12;11:00 - 12:00;2,071.2;2,068.4;126.9;129.4;-2.5;96.55;256.3
