date,spread_mean,spread_sum,spread_std,spread_positive_pct,reg_vol,n_hours,direction,direction_binary,dow,dow_name,month,year_month,is_weekend,direction_lag1,direction_lag2,direction_lag3,spread_lag1,spread_lag2,reg_vol_lag1,direction_rolling_3d,direction_rolling_7d,spread_rolling_7d,period
2025-06-01,-10.875900000000001,-261.02160000000003,67.62405754907535,45.83333333333333,24.69011807100905,24,-1.0,0,6,Sunday,6,2025-06,1,1.0,1.0,0.0,12.895083333333337,12.006493750000002,24.948050607552883,0.6666666666666666,0.8571428571428571,9.100202678571424,2025
2025-06-02,6.29039375,150.96945,64.71241379433427,58.333333333333336,28.179003987348164,24,1.0,1,0,Monday,6,2025-06,0,0.0,1.0,1.0,-10.875900000000001,12.895083333333337,24.69011807100905,0.6666666666666666,0.7142857142857143,7.017947619047615,2025
2025-06-03,-17.837650000000004,-428.1036000000001,71.89570222197591,37.5,33.16638268669869,24,-1.0,0,1,Tuesday,6,2025-06,0,1.0,0.0,1.0,6.29039375,-10.875900000000001,28.179003987348164,0.6666666666666666,0.7142857142857143,7.518732142857139,2025
2025-06-04,0.46598854166666825,11.183725000000038,60.162882187753425,50.0,27.270358019908773,24,1.0,1,2,Wednesday,6,2025-06,0,0.0,1.0,0.0,-17.837650000000004,6.29039375,33.16638268669869,0.3333333333333333,0.5714285714285714,3.621074851190472,2025
2025-06-05,11.179779166666668,268.3147,41.94932930678137,62.5,26.059055203982325,24,1.0,1,3,Thursday,6,2025-06,0,1.0,0.0,1.0,0.46598854166666825,-17.837650000000004,27.270358019908773,0.6666666666666666,0.5714285714285714,-0.2661952380952418,2025
2025-06-06,25.657538541666668,615.780925,54.71491137708465,70.83333333333334,28.870617345187767,24,1.0,1,4,Friday,6,2025-06,0,1.0,1.0,0.0,11.179779166666668,0.46598854166666825,26.059055203982325,0.6666666666666666,0.7142857142857143,2.017741220238092,2025
2025-06-07,-68.58977916666667,-1646.1547,202.03711795032038,45.83333333333333,25.91642714100286,24,-1.0,0,5,Saturday,6,2025-06,1,1.0,1.0,1.0,25.657538541666668,11.179779166666668,28.870617345187767,1.0,0.7142857142857143,3.967890476190473,2025
2025-06-08,-32.02922083333333,-768.7013000000001,115.13331359779066,58.333333333333336,30.400934576677887,24,-1.0,0,6,Sunday,6,2025-06,1,0.0,1.0,1.0,-68.58977916666667,25.657538541666668,25.91642714100286,0.6666666666666666,0.5714285714285714,-7.672804166666672,2025
2025-06-09,175.16553541666667,4203.97285,449.38136990322545,87.5,40.36187648718994,24,1.0,1,0,Monday,6,2025-06,0,0.0,0.0,1.0,-32.02922083333333,-68.58977916666667,30.400934576677887,0.3333333333333333,0.5714285714285714,-10.69470714285715,2025
2025-06-10,26.53822604166667,636.9174250000001,66.84136175769025,62.5,27.070537339035827,24,1.0,1,1,Tuesday,6,2025-06,0,1.0,0.0,0.0,175.16553541666667,-32.02922083333333,40.36187648718994,0.3333333333333333,0.5714285714285714,13.430313095238091,2025
