date,spread_mean,direction_binary,period,da_price_mean,da_price_std,da_price_max,da_price_min,da_price_range,morning_idm_price,morning_imb_price,morning_spread,morning_spread_positive,prev_afternoon_spread,prev_afternoon_positive
2025-01-30,29.213567708333333,1,2025,132.7525,25.821522409904833,177.87,96.99,80.88000000000001,106.13071428571428,92.833275,13.297439285714287,0.5714285714285714,27.27903333333333,0.8333333333333334
2025-01-31,20.70515,1,2025,142.34708333333333,23.66036264913126,184.48,114.03,70.44999999999999,116.93214285714285,114.27034285714285,2.6617999999999955,0.5714285714285714,22.686839583333335,0.8333333333333334
2025-02-01,28.875999999999998,1,2025,135.71125,18.181408400149962,167.33,103.4,63.93000000000001,132.4385714285714,115.74107142857143,16.697499999999998,0.5714285714285714,28.375631249999994,0.75
2025-02-02,35.067732291666665,1,2025,137.36791666666667,18.06472180056709,173.95,111.88,62.06999999999999,120.12142857142858,80.81726428571429,39.30416428571429,0.8571428571428571,35.43949375,1.0
2025-02-03,45.34175625,1,2025,154.42458333333335,35.93439166267695,243.23,115.69,127.53999999999999,126.12142857142858,95.653675,30.46775357142857,0.7142857142857143,38.32251666666667,0.9166666666666666
2025-02-04,9.516728260869565,1,2025,145.70083333333335,27.193869980066346,211.99,113.18,98.81,121.94000000000001,141.27360357142857,-19.33360357142857,0.42857142857142855,41.63056458333333,0.8333333333333334
2025-02-05,7.401840624999998,1,2025,143.01166666666666,26.62907362862705,189.9,109.3,80.60000000000001,118.07642857142856,146.61487857142856,-28.538449999999994,0.14285714285714285,8.837952272727273,0.5454545454545454
2025-02-06,54.37100520833334,1,2025,155.40166666666667,25.10237589078608,218.78,121.95,96.83,123.785,53.88941428571429,69.89558571428572,1.0,20.12162083333333,0.5833333333333334
2025-02-07,53.99821770833333,1,2025,147.10958333333335,37.320991351664475,208.04,105.0,103.03999999999999,113.89071428571428,72.43970357142858,41.451010714285715,1.0,47.38323333333333,0.5833333333333334
2025-02-08,12.161775,1,2025,115.21791666666667,30.37179784218687,174.17,85.38,88.78999999999999,93.49000000000001,88.10946428571427,5.38053571428572,0.42857142857142855,56.48716041666666,0.8333333333333334
2025-02-09,12.460398958333336,1,2025,133.33291666666668,27.17549111258424,190.22,92.69,97.53,121.92928571428571,119.63737142857143,2.2919142857142907,0.5714285714285714,22.972281249999998,0.75
2025-02-10,63.062617708333335,1,2025,162.60208333333335,51.75322917706316,261.22,97.28,163.94000000000003,112.40071428571427,127.11961785714286,-14.718903571428575,0.42857142857142855,15.487864583333335,0.6666666666666666
2025-02-11,47.46665520833333,1,2025,171.65041666666664,46.542082171539334,253.14,93.36,159.77999999999997,142.55142857142857,148.0014035714286,-5.449974999999999,0.42857142857142855,90.36878958333334,0.9166666666666666
2025-02-12,11.486831250000002,1,2025,170.16375,37.97432311129284,271.45,109.33,162.12,128.4364285714286,131.24446785714287,-2.8080392857142806,0.42857142857142855,55.383429166666666,0.75
2025-02-13,38.20343229166667,1,2025,205.1483333333333,56.78991901252611,324.09,139.26,184.82999999999998,165.19,154.80965357142856,10.380346428571428,0.5714285714285714,-3.5373687499999975,0.3333333333333333
2025-02-14,26.518766666666664,1,2025,179.47833333333332,48.991699178593485,294.72,130.92,163.80000000000004,137.54357142857143,95.09177857142858,42.451792857142856,0.7142857142857143,32.44013125000001,0.8333333333333334
2025-02-15,10.711880208333335,1,2025,137.73916666666668,20.74218593919724,178.71,110.01,68.7,124.95142857142856,115.98583214285713,8.965596428571432,0.5714285714285714,24.627397916666663,0.5833333333333334
2025-02-16,22.26764375,1,2025,143.01791666666665,20.13898187901236,179.36,119.57,59.79000000000002,127.9,118.67487142857144,9.225128571428572,0.5714285714285714,22.629145833333336,0.6666666666666666
2025-02-17,37.33335833333333,1,2025,162.455,42.36218935509025,271.07,106.29,164.77999999999997,137.00785714285715,151.87818928571429,-14.870332142857137,0.2857142857142857,1.908304166666665,0.5
2025-02-18,69.39835624999999,1,2025,189.50250000000003,64.27838883901128,399.05,126.76,272.29,134.62642857142856,76.41058214285714,58.215846428571425,0.8571428571428571,62.35901875,1.0
2025-02-19,47.31068125,1,2025,172.1075,38.39073656948804,227.8,112.29,115.51,141.34,170.55864285714284,-29.218642857142857,0.2857142857142857,66.96925625,0.9166666666666666
2025-02-20,73.70067717391305,1,2025,158.4325,52.24608371010671,290.0,93.08,196.92000000000002,122.35166666666667,127.09628333333335,-4.744616666666668,0.3333333333333333,71.53937916666666,0.9166666666666666
2025-02-21,35.745709375,1,2025,131.26958333333332,35.448686549429596,203.96,78.42,125.54,115.73285714285714,111.43535357142858,4.297503571428572,0.42857142857142855,118.72519166666666,0.9166666666666666
2025-02-22,50.35804166666667,1,2025,144.87,55.2117018944984,226.8,53.09,173.71,173.01857142857142,175.59992142857143,-2.5813500000000027,0.5714285714285714,51.23308125,0.6666666666666666
2025-02-23,16.125726041666667,1,2025,134.49625,33.12789509087733,184.21,73.4,110.81,144.9364285714286,95.53535714285714,49.401071428571434,0.7142857142857143,86.13322916666668,0.9166666666666666
2025-02-24,84.16632187500001,1,2025,209.44375,57.99530301914637,305.87,139.19,166.68,136.2,115.85773214285715,20.342267857142854,0.8571428571428571,6.856960416666662,0.5
2025-02-25,55.73662291666668,1,2025,146.95374999999999,25.181160972734798,200.09,86.76,113.33,139.60714285714286,85.98474285714285,53.622400000000006,1.0,110.24025833333333,0.9166666666666666
2025-02-26,5.381070833333337,1,2025,149.70791666666665,30.88840164755339,207.98,117.74,90.24,114.68285714285715,129.45053928571429,-14.767682142857144,0.5714285714285714,47.21837916666667,0.8333333333333334
2025-02-27,24.828372916666662,1,2025,135.22625,24.648973135415496,173.96,101.28,72.68,107.5592857142857,69.97587142857142,37.58341428571429,0.8571428571428571,4.122387500000006,0.4166666666666667
2025-02-28,31.265312500000004,1,2025,123.16166666666668,14.521303590622104,161.88,107.03,54.849999999999994,104.78928571428571,92.47848214285715,12.310803571428574,0.5714285714285714,8.347466666666667,0.6666666666666666
