Obchodný deň;Číslo periódy;Perióda;Perióda (min);Cena SK (EUR/MWh);Dopyt úspešný (MW);Ponuka úspešná (MW);Tok CZ ➝ SK (MW);Tok SK ➝ CZ (MW);Tok PL ➝ SK (MW);Tok SK ➝ PL (MW);Tok HU ➝ SK (MW);Tok SK ➝ HU (MW);Stav zverejnenia
1.1.2026;19;04:30 - 04:45;15;48,98;774,2;1355,4;0,0;0,0;0,0;0,0;0,0;581,2;Konečné
1.1.2026;20;04:45 - 05:00;15;57,94;774,8;1351,2;0,0;0,0;1728,8;0,0;0,0;2305,2;Konečné
1.1.2026;21;05:00 - 05:15;15;54,76;780,4;1345,4;0,0;0,0;0,0;0,0;0,0;565,0;Konečné
1.1.2026;22;05:15 - 05:30;15;45,64;785,3;1339,2;0,0;0,0;0,0;0,0;0,0;553,9;Konečné
1.1.2026;23;05:30 - 05:45;15;72,90;883,6;1333,3;0,0;0,0;4436,7;0,0;0,0;4886,4;Konečné
1.1.2026;24;05:45 - 06:00;15;59,51;888,4;1330,9;0,0;0,0;0,0;0,0;0,0;442,5;Konečné
1.1.2026;25;06:00 - 06:15;15;39,32;866,0;1313,9;0,0;0,0;0,0;0,0;0,0;447,9;Konečné
1.1.2026;26;06:15 - 06:30;15;38,18;873,0;1309,8;0,0;0,0;0,0;0,0;0,0;436,8;Konečné
1.1.2026;27;06:30 - 06:45;15;44,38;878,9;1301,8;0,0;0,0;4274,8;0,0;0,0;4697,7;Konečné
1.1.2026;28;06:45 - 07:00;15;52,28;883,5;1296,8;0,0;0,0;0,0;0,0;0,0;413,3;Konečné
1.1.2026;29;07:00 - 07:15;15;46,74;704,4;1311,7;0,0;0,0;2379,3;0,0;0,0;2986,6;Konečné
1.1.2026;30;07:15 - 07:30;15;78,76;706,0;1311,7;0,0;0,0;3811,5;0,0;0,0;4417,2;Konečné
1.1.2026;31;07:30 - 07:45;15;66,04;697,5;1319,6;0,0;0,0;3517,1;0,0;0,0;4139,2;Konečné
1.1.2026;32;07:45 - 08:00;15;54,23;717,7;1313,2;0,0;0,0;3057,4;0,0;0,0;3652,9;Konečné
1.1.2026;33;08:00 - 08:15;15;48,69;782,1;1326,9;0,0;0,0;0,0;0,0;0,0;544,8;Konečné
1.1.2026;34;08:15 - 08:30;15;47,50;805,6;1191,3;0,0;0,0;0,0;0,0;0,0;385,7;Konečné
1.1.2026;35;08:30 - 08:45;15;48,32;878,4;1324,0;0,0;0,0;0,0;0,0;0,0;445,6;Konečné
1.1.2026;36;08:45 - 09:00;15;42,22;896,7;911,1;0,0;0,0;599,6;0,0;0,0;614,0;Konečné
1.1.2026;37;09:00 - 09:15;15;55,43;958,2;1290,1;0,0;0,0;652,2;0,0;0,0;984,1;Konečné
1.1.2026;38;09:15 - 09:30;15;50,42;974,9;878,3;0,0;0,0;0,0;0,0;96,6;0,0;Konečné
1.1.2026;39;09:30 - 09:45;15;32,45;964,6;879,4;0,0;0,0;513,9;0,0;0,0;428,7;Konečné
1.1.2026;40;09:45 - 10:00;15;11,12;987,1;879,8;0,0;0,0;0,0;0,0;107,3;0,0;Konečné
1.1.2026;41;10:00 - 10:15;15;49,22;903,9;867,4;0,0;0,0;496,4;0,0;0,0;459,9;Konečné
1.1.2026;42;10:15 - 10:30;15;26,83;914,2;876,6;0,0;0,0;0,0;0,0;37,6;0,0;Konečné
1.1.2026;43;10:30 - 10:45;15;24,05;995,4;879,1;0,0;0,0;0,0;0,0;116,3;0,0;Konečné
1.1.2026;44;10:45 - 11:00;15;11,04;996,4;878,9;0,0;0,0;0,0;0,0;117,5;0,0;Konečné
1.1.2026;45;11:00 - 11:15;15;43,04;1123,7;825,3;0,0;0,0;786,0;0,0;0,0;487,6;Konečné
1.1.2026;46;11:15 - 11:30;15;22,98;1122,1;826,4;0,0;0,0;820,1;0,0;0,0;524,4;Konečné
1.1.2026;47;11:30 - 11:45;15;27,36;1096,9;826,8;0,0;0,0;710,7;0,0;0,0;440,6;Konečné
1.1.2026;48;11:45 - 12:00;15;22,05;1102,1;826,9;0,0;0,0;1944,5;0,0;0,0;1669,3;Konečné
1.1.2026;49;12:00 - 12:15;15;24,23;1062,5;833,0;0,0;0,0;713,5;0,0;0,0;484,0;Konečné
1.1.2026;50;12:15 - 12:30;15;28,19;1051,1;833,2;0,0;0,0;792,3;0,0;0,0;574,4;Konečné
1.1.2026;51;12:30 - 12:45;15;32,10;1034,5;833,4;0,0;0,0;0,0;0,0;201,1;0,0;Konečné
1.1.2026;52;12:45 - 13:00;15;37,12;1004,0;834,1;0,0;0,0;0,0;0,0;169,9;0,0;Konečné
1.1.2026;53;13:00 - 13:15;15;42,71;1016,1;839,1;0,0;0,0;0,0;0,0;177,0;0,0;Konečné
1.1.2026;54;13:15 - 13:30;15;42,12;1003,9;839,0;0,0;0,0;0,0;0,0;164,9;0,0;Konečné
1.1.2026;55;13:30 - 13:45;15;33,71;1009,4;837,4;0,0;0,0;781,0;0,0;0,0;609,0;Konečné
1.1.2026;56;13:45 - 14:00;15;34,85;1034,9;832,0;0,0;0,0;0,0;0,0;202,9;0,0;Konečné
1.1.2026;57;14:00 - 14:15;15;41,38;1004,8;893,1;0,0;0,0;0,0;0,0;111,7;0,0;Konečné
1.1.2026;58;14:15 - 14:30;15;58,79;1000,2;883,0;0,0;0,0;2616,9;0,0;0,0;2499,7;Konečné
1.1.2026;59;14:30 - 14:45;15;58,67;997,5;880,8;0,0;0,0;0,0;0,0;116,7;0,0;Konečné
1.1.2026;60;14:45 - 15:00;15;86,36;990,5;1289,7;0,0;0,0;0,0;0,0;0,0;299,2;Konečné
1.1.2026;61;15:00 - 15:15;15;59,73;981,6;1024,8;0,0;0,0;0,0;0,0;0,0;43,2;Konečné
1.1.2026;62;15:15 - 15:30;15;70,68;996,9;1332,2;0,0;0,0;1938,4;0,0;0,0;2273,7;Konečné
1.1.2026;63;15:30 - 15:45;15;69,00;1025,9;1393,3;0,0;0,0;0,0;0,0;0,0;367,4;Konečné
1.1.2026;64;15:45 - 16:00;15;101,03;1029,6;1420,6;0,0;0,0;0,0;0,0;0,0;391,0;Konečné
1.1.2026;65;16:00 - 16:15;15;45,37;1212,4;1503,6;0,0;0,0;0,0;0,0;0,0;291,2;Konečné
1.1.2026;66;16:15 - 16:30;15;60,56;1224,9;1503,2;0,0;0,0;0,0;0,0;0,0;278,3;Konečné
1.1.2026;67;16:30 - 16:45;15;74,08;1223,8;1592,1;0,0;0,0;7499,1;0,0;0,0;7867,4;Konečné
1.1.2026;68;16:45 - 17:00;15;101,69;1214,9;1593,0;0,0;0,0;0,0;0,0;0,0;378,1;Konečné
1.1.2026;69;17:00 - 17:15;15;78,21;1200,4;1698,3;0,0;0,0;2922,0;0,0;0,0;3419,9;Konečné
1.1.2026;70;17:15 - 17:30;15;69,27;1205,8;1697,4;0,0;0,0;2262,0;0,0;0,0;2753,6;Konečné
1.1.2026;71;17:30 - 17:45;15;81,52;1206,2;1698,7;0,0;0,0;2238,9;0,0;0,0;2731,4;Konečné
1.1.2026;72;17:45 - 18:00;15;82,92;1203,6;1698,7;0,0;0,0;2267,3;0,0;0,0;2762,4;Konečné
1.1.2026;73;18:00 - 18:15;15;84,94;1250,7;1707,9;0,0;0,0;0,0;0,0;0,0;457,2;Konečné
1.1.2026;74;18:15 - 18:30;15;98,20;1236,1;1707,8;0,0;0,0;0,0;0,0;0,0;471,7;Konečné
1.1.2026;75;18:30 - 18:45;15;69,22;1244,1;1708,8;0,0;0,0;0,0;0,0;0,0;464,7;Konečné
1.1.2026;76;18:45 - 19:00;15;73,04;1241,1;1708,0;0,0;0,0;2472,0;0,0;0,0;2938,9;Konečné
1.1.2026;77;19:00 - 19:15;15;91,84;1243,6;1615,6;0,0;0,0;0,0;0,0;0,0;372,0;Konečné
1.1.2026;78;19:15 - 19:30;15;87,16;1244,9;1615,7;0,0;0,0;0,0;0,0;0,0;370,8;Konečné
1.1.2026;79;19:30 - 19:45;15;64,99;1242,9;1615,7;0,0;0,0;0,0;0,0;0,0;372,8;Konečné
1.1.2026;80;19:45 - 20:00;15;73,27;1241,4;1614,8;0,0;0,0;0,0;0,0;0,0;373,4;Konečné
1.1.2026;81;20:00 - 20:15;15;109,39;1228,6;1575,5;0,0;0,0;0,0;0,0;0,0;346,9;Konečné
1.1.2026;82;20:15 - 20:30;15;85,66;1234,2;1575,3;0,0;0,0;0,0;0,0;0,0;341,1;Konečné
1.1.2026;83;20:30 - 20:45;15;78,56;1180,3;1485,5;0,0;0,0;7850,0;0,0;0,0;8155,2;Konečné
1.1.2026;84;20:45 - 21:00;15;53,87;1147,7;1486,8;0,0;0,0;0,0;0,0;0,0;339,1;Konečné
1.1.2026;85;21:00 - 21:15;15;109,24;1054,5;1410,1;0,0;0,0;8185,3;0,0;0,0;8540,9;Konečné
1.1.2026;86;21:15 - 21:30;15;66,13;1045,2;1409,4;0,0;0,0;8197,2;0,0;0,0;8561,4;Konečné
1.1.2026;87;21:30 - 21:45;15;90,76;1046,8;1320,5;0,0;0,0;8268,6;0,0;0,0;8542,3;Konečné
1.1.2026;88;21:45 - 22:00;15;70,00;1024,3;1321,0;0,0;0,0;8234,7;0,0;0,0;8531,4;Konečné
1.1.2026;89;22:00 - 22:15;15;108,65;1000,7;1458,2;0,0;0,0;0,0;0,0;0,0;457,5;Konečné
1.1.2026;90;22:15 - 22:30;15;85,65;959,6;1458,6;0,0;0,0;0,0;0,0;0,0;499,0;Konečné
1.1.2026;91;22:30 - 22:45;15;75,58;923,7;1279,5;0,0;0,0;2431,6;0,0;0,0;2787,4;Konečné
1.1.2026;92;22:45 - 23:00;15;66,23;890,2;1279,5;0,0;0,0;0,0;0,0;0,0;389,3;Konečné
1.1.2026;93;23:00 - 23:15;15;97,13;746,4;1284,5;0,0;0,0;0,0;0,0;0,0;538,1;Konečné
1.1.2026;94;23:15 - 23:30;15;55,56;727,9;1283,8;0,0;0,0;0,0;0,0;0,0;555,9;Konečné
1.1.2026;95;23:30 - 23:45;15;56,33;947,9;1283,9;0,0;0,0;2551,7;0,0;0,0;2887,7;Konečné
1.1.2026;96;23:45 - 00:00;15;43,11;959,6;1283,9;0,0;0,0;0,0;0,0;0,0;324,3;Konečné
2.1.2026;1;00:00 - 00:15;15;97,30;832,6;1171,6;603,8;0,0;1506,2;0,0;0,0;2449,0;Konečné
2.1.2026;2;00:15 - 00:30;15;82,09;807,1;1177,4;611,5;0,0;1510,5;0,0;0,0;2492,3;Konečné
2.1.2026;3;00:30 - 00:45;15;55,21;901,3;1174,6;633,4;0,0;1524,5;0,0;0,0;2431,2;Konečné
2.1.2026;4;00:45 - 01:00;15;18,33;904,1;1179,8;588,4;0,0;1509,3;0,0;0,0;2373,4;Konečné
2.1.2026;5;01:00 - 01:15;15;74,86;844,1;1173,8;566,4;0,0;1509,4;0,0;0,0;2405,5;Konečné
2.1.2026;6;01:15 - 01:30;15;40,48;855,9;1183,9;541,3;0,0;1490,3;0,0;0,0;2359,6;Konečné
2.1.2026;7;01:30 - 01:45;15;60,65;1050,4;1201,9;591,5;0,0;1520,6;0,0;0,0;2263,6;Konečné
2.1.2026;8;01:45 - 02:00;15;30,62;1059,6;1214,1;575,9;0,0;1511,7;0,0;0,0;2242,1;Konečné
2.1.2026;9;02:00 - 02:15;15;45,14;1089,2;1161,7;617,9;0,0;1520,9;0,0;0,0;2211,3;Konečné
2.1.2026;10;02:15 - 02:30;15;43,69;1072,6;1169,9;604,2;0,0;1514,0;0,0;0,0;2215,5;Konečné
2.1.2026;11;02:30 - 02:45;15;38,10;1063,8;1173,6;592,2;0,0;1507,7;0,0;0,0;2209,7;Konečné
2.1.2026;12;02:45 - 03:00;15;23,61;1068,2;1177,3;584,6;0,0;1504,4;0,0;0,0;2198,1;Konečné
2.1.2026;13;03:00 - 03:15;15;29,52;1070,4;1281,1;521,7;0,0;1451,3;0,0;0,0;2183,7;Konečné
2.1.2026;14;03:15 - 03:30;15;43,03;1060,4;1284,3;479,5;0,0;1419,3;0,0;0,0;2122,7;Konečné
2.1.2026;15;03:30 - 03:45;15;32,93;1070,4;1282,5;487,6;0,0;1427,3;0,0;0,0;2127,0;Konečné
2.1.2026;16;03:45 - 04:00;15;21,80;1070,4;1279,0;486,3;0,0;1437,9;0,0;0,0;2132,8;Konečné
2.1.2026;17;04:00 - 04:15;15;28,68;1093,3;1300,0;468,8;0,0;1428,4;0,0;0,0;2103,9;Konečné
2.1.2026;18;04:15 - 04:30;15;33,98;1087,6;1291,9;479,7;0,0;1437,2;0,0;0,0;2121,2;Konečné
2.1.2026;19;04:30 - 04:45;15;57,12;1082,8;1279,4;497,4;0,0;1453,3;0,0;0,0;2147,3;Konečné
2.1.2026;20;04:45 - 05:00;15;31,31;1111,7;1266,1;555,7;0,0;1495,3;0,0;0,0;2205,4;Konečné
2.1.2026;21;05:00 - 05:15;15;31,78;1205,6;1274,6;558,2;0,0;1420,6;0,0;0,0;2047,8;Konečné
2.1.2026;22;05:15 - 05:30;15;66,41;1212,5;1274,1;584,2;0,0;1437,8;0,0;0,0;2083,6;Konečné
2.1.2026;23;05:30 - 05:45;15;66,27;948,8;1271,5;511,8;0,0;1395,3;0,0;0,0;2229,8;Konečné
2.1.2026;24;05:45 - 06:00;15;100,99;974,5;1294,7;516,8;0,0;1396,8;0,0;0,0;2233,8;Konečné
2.1.2026;25;06:00 - 06:15;15;19,08;1080,7;1282,8;505,9;0,0;1480,5;0,0;0,0;2188,5;Konečné
2.1.2026;26;06:15 - 06:30;15;85,12;1100,8;1290,4;539,5;0,0;1483,2;0,0;0,0;2212,3;Konečné
2.1.2026;27;06:30 - 06:45;15;101,01;1043,6;1287,6;528,2;0,0;1467,3;0,0;0,0;2239,5;Konečné
2.1.2026;28;06:45 - 07:00;15;123,82;1082,4;1300,1;516,1;0,0;1433,9;0,0;0,0;2167,7;Konečné
2.1.2026;29;07:00 - 07:15;15;93,90;1139,1;1357,0;669,8;0,0;1459,3;0,0;0,0;2347,0;Konečné
2.1.2026;30;07:15 - 07:30;15;107,67;1160,5;1355,6;648,2;0,0;1404,6;0,0;0,0;2247,9;Konečné
2.1.2026;31;07:30 - 07:45;15;102,77;1163,7;1355,4;624,3;0,0;1343,6;0,0;0,0;2159,6;Konečné
2.1.2026;32;07:45 - 08:00;15;104,11;1188,1;1355,6;607,5;0,0;1303,5;0,0;0,0;2078,5;Konečné
2.1.2026;33;08:00 - 08:15;15;100,71;1300,0;1324,8;572,3;0,0;1308,2;0,0;0,0;1905,3;Konečné
2.1.2026;34;08:15 - 08:30;15;100,64;1323,9;1326,9;528,3;0,0;1221,5;0,0;0,0;1752,8;Konečné
2.1.2026;35;08:30 - 08:45;15;100,69;1413,9;1320,8;524,8;0,0;1196,8;0,0;0,0;1628,5;Konečné
2.1.2026;36;08:45 - 09:00;15;88,44;1416,0;1309,9;515,2;0,0;1182,9;0,0;0,0;1592,0;Konečné
2.1.2026;37;09:00 - 09:15;15;102,00;1499,3;1208,5;463,1;0,0;1082,5;0,0;0,0;1254,8;Konečné
2.1.2026;38;09:15 - 09:30;15;96,09;1485,0;1212,0;461,9;0,0;1077,6;0,0;0,0;1266,5;Konečné
2.1.2026;39;09:30 - 09:45;15;87,13;1482,3;1196,6;444,9;0,0;1072,9;0,0;0,0;1232,1;Konečné
2.1.2026;40;09:45 - 10:00;15;81,37;1467,6;1196,8;422,2;0,0;1084,3;0,0;0,0;1235,7;Konečné
2.1.2026;41;10:00 - 10:15;15;95,06;1387,5;1148,8;442,9;0,0;1236,4;0,0;0,0;1440,6;Konečné
2.1.2026;42;10:15 - 10:30;15;86,75;1376,9;1139,0;453,3;0,0;1250,0;0,0;0,0;1465,4;Konečné
2.1.2026;43;10:30 - 10:45;15;82,45;1433,9;1138,5;481,8;0,0;1265,5;0,0;0,0;1451,9;Konečné
2.1.2026;44;10:45 - 11:00;15;80,57;1425,9;1140,2;489,8;0,0;1239,5;0,0;0,0;1443,6;Konečné
2.1.2026;45;11:00 - 11:15;15;89,04;1636,7;1139,2;486,0;0,0;1307,7;0,0;0,0;1296,2;Konečné
2.1.2026;46;11:15 - 11:30;15;86,06;1607,8;1138,9;469,5;0,0;1260,5;0,0;0,0;1261,1;Konečné
2.1.2026;47;11:30 - 11:45;15;83,80;1595,8;1145,3;462,5;0,0;1234,3;0,0;0,0;1246,3;Konečné
2.1.2026;48;11:45 - 12:00;15;81,96;1585,9;1146,3;468,0;0,0;1211,0;0,0;0,0;1239,4;Konečné
2.1.2026;49;12:00 - 12:15;15;82,07;1581,8;1127,4;471,0;0,0;1229,8;0,0;0,0;1246,4;Konečné
2.1.2026;50;12:15 - 12:30;15;81,21;1568,1;1126,4;487,5;0,0;1196,8;0,0;0,0;1242,6;Konečné
2.1.2026;51;12:30 - 12:45;15;81,07;1547,1;1136,4;494,7;0,0;1184,4;0,0;0,0;1268,4;Konečné
2.1.2026;52;12:45 - 13:00;15;81,09;1558,6;1166,6;497,6;0,0;1133,5;0,0;0,0;1239,1;Konečné
2.1.2026;53;13:00 - 13:15;15;78,96;1564,4;1283,4;380,9;0,0;928,9;0,0;0,0;1028,8;Konečné
2.1.2026;54;13:15 - 13:30;15;81,98;1550,4;1288,4;410,4;0,0;918,6;0,0;0,0;1067,0;Konečné
2.1.2026;55;13:30 - 13:45;15;85,08;1529,9;1290,4;450,4;0,0;947,9;0,0;0,0;1158,8;Konečné
2.1.2026;56;13:45 - 14:00;15;105,11;1580,0;1300,1;498,0;0,0;982,7;0,0;0,0;1200,8;Konečné
2.1.2026;57;14:00 - 14:15;15;82,58;1544,0;1429,7;646,8;0,0;1121,6;0,0;0,0;1654,1;Konečné
2.1.2026;58;14:15 - 14:30;15;86,47;1538,3;1479,5;626,9;0,0;1074,8;0,0;0,0;1642,9;Konečné
2.1.2026;59;14:30 - 14:45;15;100,67;1528,3;1632,9;605,1;0,0;1063,9;0,0;0,0;1773,6;Konečné
2.1.2026;60;14:45 - 15:00;15;107,95;1557,0;1680,0;595,9;0,0;1054,0;0,0;0,0;1772,9;Konečné
2.1.2026;61;15:00 - 15:15;15;93,23;1421,8;1644,7;635,7;0,0;1058,1;0,0;0,0;1916,7;Konečné
2.1.2026;62;15:15 - 15:30;15;100,22;1425,0;1634,0;620,4;0,0;1043,6;0,0;0,0;1873,0;Konečné
2.1.2026;63;15:30 - 15:45;15;113,00;1430,8;1822,7;586,7;0,0;1020,0;0,0;0,0;1998,6;Konečné
2.1.2026;64;15:45 - 16:00;15;125,89;1438,4;1831,8;586,2;0,0;1149,3;0,0;0,0;2128,9;Konečné
2.1.2026;65;16:00 - 16:15;15;105,27;1624,1;2036,9;621,5;0,0;1132,7;0,0;0,0;2167,0;Konečné
2.1.2026;66;16:15 - 16:30;15;116,17;1630,3;2040,7;609,0;0,0;1144,0;0,0;0,0;2163,4;Konečné
2.1.2026;67;16:30 - 16:45;15;119,69;1649,0;2028,8;599,3;0,0;1176,4;0,0;0,0;2155,5;Konečné
2.1.2026;68;16:45 - 17:00;15;119,57;1645,4;2028,7;604,7;0,0;1242,4;0,0;0,0;2230,4;Konečné
2.1.2026;69;17:00 - 17:15;15;120,11;1640,8;2100,1;571,3;0,0;1195,3;0,0;0,0;2225,9;Konečné
2.1.2026;70;17:15 - 17:30;15;118,00;1625,5;2100,2;560,2;0,0;1132,0;0,0;0,0;2166,9;Konečné
2.1.2026;71;17:30 - 17:45;15;116,66;1613,8;2101,1;569,4;0,0;1099,2;0,0;0,0;2155,9;Konečné
2.1.2026;72;17:45 - 18:00;15;116,09;1612,8;2101,1;566,5;0,0;1096,6;0,0;0,0;2151,4;Konečné
2.1.2026;73;18:00 - 18:15;15;117,44;1621,1;2049,6;539,9;0,0;1181,9;0,0;0,0;2150,3;Konečné
2.1.2026;74;18:15 - 18:30;15;123,02;1604,6;2059,8;537,3;0,0;1260,0;0,0;0,0;2252,5;Konečné
2.1.2026;75;18:30 - 18:45;15;115,00;1586,7;2150,3;510,7;0,0;1156,8;0,0;0,0;2231,1;Konečné
2.1.2026;76;18:45 - 19:00;15;115,50;1577,5;2149,0;527,5;0,0;1153,2;0,0;0,0;2252,2;Konečné
2.1.2026;77;19:00 - 19:15;15;118,69;1566,8;2166,8;514,5;0,0;1103,4;0,0;0,0;2217,9;Konečné
2.1.2026;78;19:15 - 19:30;15;122,00;1557,2;2174,9;498,4;0,0;1175,7;0,0;0,0;2291,8;Konečné
2.1.2026;79;19:30 - 19:45;15;122,15;1562,2;2076,9;538,9;0,0;1190,2;0,0;0,0;2243,8;Konečné
2.1.2026;80;19:45 - 20:00;15;117,18;1550,3;2078,4;563,1;0,0;1126,7;0,0;0,0;2217,9;Konečné
2.1.2026;81;20:00 - 20:15;15;126,29;1556,5;2082,4;620,2;0,0;1285,1;0,0;0,0;2431,2;Konečné
2.1.2026;82;20:15 - 20:30;15;118,40;1525,1;2084,1;629,5;0,0;1189,6;0,0;0,0;2378,1;Konečné
2.1.2026;83;20:30 - 20:45;15;117,27;1471,2;1814,7;691,6;0,0;1217,0;0,0;0,0;2252,1;Konečné
2.1.2026;84;20:45 - 21:00;15;105,40;1451,9;1805,1;710,0;0,0;1106,4;0,0;0,0;2169,6;Konečné
2.1.2026;85;21:00 - 21:15;15;118,98;1358,6;1859,5;622,8;0,0;1199,0;0,0;0,0;2322,7;Konečné
2.1.2026;86;21:15 - 21:30;15;105,44;1323,6;1850,0;632,6;0,0;1098,4;0,0;0,0;2257,4;Konečné
2.1.2026;87;21:30 - 21:45;15;102,37;1317,8;1672,6;697,3;0,0;1151,4;0,0;0,0;2203,5;Konečné
2.1.2026;88;21:45 - 22:00;15;93,04;1290,1;1674,9;730,3;0,0;1273,8;0,0;0,0;2388,9;Konečné
2.1.2026;89;22:00 - 22:15;15;105,28;1258,6;1625,1;542,0;0,0;1164,9;0,0;0,0;2073,4;Konečné
2.1.2026;90;22:15 - 22:30;15;98,42;1217,3;1624,6;563,9;0,0;1241,5;0,0;0,0;2212,7;Konečné
2.1.2026;91;22:30 - 22:45;15;93,92;1159,1;1628,9;552,3;0,0;1305,3;0,0;0,0;2327,4;Konečné
2.1.2026;92;22:45 - 23:00;15;85,61;1160,3;1628,1;585,9;0,0;1413,8;0,0;0,0;2467,5;Konečné
2.1.2026;93;23:00 - 23:15;15;87,51;951,4;1490,6;493,3;0,0;1392,0;0,0;0,0;2424,5;Konečné
2.1.2026;94;23:15 - 23:30;15;83,61;914,9;1266,0;587,3;0,0;1470,1;0,0;0,0;2408,5;Konečné
2.1.2026;95;23:30 - 23:45;15;82,90;911,7;1221,5;565,4;0,0;1507,5;0,0;0,0;2382,7;Konečné
2.1.2026;96;23:45 - 00:00;15;78,97;921,4;1220,4;577,8;0,0;1512,1;0,0;0,0;2388,9;Konečné
3.1.2026;1;00:00 - 00:15;15;84,34;817,2;1230,0;385,3;0,0;1458,6;0,0;0,0;2256,7;Konečné
3.1.2026;2;00:15 - 00:30;15;82,79;778,0;1231,2;265,3;0,0;1377,1;0,0;0,0;2095,6;Konečné
3.1.2026;3;00:30 - 00:45;15;78,91;742,1;1231,3;252,1;0,0;1390,5;0,0;0,0;2131,8;Konečné
3.1.2026;4;00:45 - 01:00;15;76,21;724,4;1232,6;204,2;0,0;1365,1;0,0;0,0;2077,5;Konečné
3.1.2026;5;01:00 - 01:15;15;80,90;710,4;1240,7;200,7;0,0;1298,4;0,0;0,0;2029,4;Konečné
3.1.2026;6;01:15 - 01:30;15;77,99;706,3;1261,6;139,5;0,0;1319,7;0,0;0,0;2014,5;Konečné
3.1.2026;7;01:30 - 01:45;15;80,73;686,4;1280,3;106,2;0,0;1298,5;0,0;0,0;1998,6;Konečné
3.1.2026;8;01:45 - 02:00;15;84,61;685,4;1293,8;37,3;0,0;1258,5;0,0;0,0;1904,2;Konečné
3.1.2026;9;02:00 - 02:15;15;88,35;773,3;1080,6;164,8;0,0;1337,4;0,0;0,0;1809,5;Konečné
3.1.2026;10;02:15 - 02:30;15;83,92;763,5;1086,7;165,1;0,0;1346,8;0,0;0,0;1835,1;Konečné
3.1.2026;11;02:30 - 02:45;15;81,56;750,9;1090,1;122,8;0,0;1318,6;0,0;0,0;1780,6;Konečné
3.1.2026;12;02:45 - 03:00;15;81,65;733,5;1092,9;119,3;0,0;1325,5;0,0;0,0;1804,2;Konečné
3.1.2026;13;03:00 - 03:15;15;86,29;748,5;935,6;132,0;0,0;1337,5;0,0;0,0;1656,6;Konečné
3.1.2026;14;03:15 - 03:30;15;84,82;743,3;938,9;154,7;0,0;1364,3;0,0;0,0;1714,6;Konečné
3.1.2026;15;03:30 - 03:45;15;82,56;738,7;937,7;153,7;0,0;1365,3;0,0;0,0;1718,0;Konečné
3.1.2026;16;03:45 - 04:00;15;78,06;727,0;938,5;148,2;0,0;1368,3;0,0;0,0;1728,0;Konečné
3.1.2026;17;04:00 - 04:15;15;83,06;766,0;923,5;107,5;0,0;1353,2;0,0;0,0;1618,2;Konečné
3.1.2026;18;04:15 - 04:30;15;79,80;754,2;918,4;102,4;0,0;1353,3;0,0;0,0;1619,9;Konečné
