Delivery day;Period number;Period;Buy Orders (MW);Sell Orders (MW);Buy trades (MW);Sell trades (MW);Traded Quantity Difference (MW);Weighted average price of all trades (EUR/MWh);Total Traded Quantity (MW)
1.1.2026;75;18:30 - 18:45;174.5;135.3;41.6;17.9;23.7;76.94;59.5
1.1.2026;76;18:45 - 19:00;2,364.6;3,264.3;42.3;28.1;14.2;71.24;70.4
1.1.2026;77;19:00 - 19:15;102.3;109.8;11.0;17.5;-6.5;88.51;28.5
1.1.2026;78;19:15 - 19:30;111.8;209.8;10.1;12.7;-2.6;82.26;22.8
1.1.2026;79;19:30 - 19:45;247.7;141.7;34.9;16.2;18.7;68.84;51.1
1.1.2026;80;19:45 - 20:00;152.0;200.8;9.5;14.9;-5.4;80.73;24.4
1.1.2026;81;20:00 - 20:15;151.7;113.6;12.3;14.7;-2.4;101.16;27.0
1.1.2026;82;20:15 - 20:30;163.3;94.0;13.3;23.5;-10.2;91.14;36.8
1.1.2026;83;20:30 - 20:45;144.4;163.8;8.1;23.2;-15.1;87.29;31.3
1.1.2026;84;20:45 - 21:00;199.5;212.2;14.3;33.2;-18.9;67.65;47.5
1.1.2026;85;21:00 - 21:15;593.8;212.7;39.5;16.4;23.1;90.23;55.9
1.1.2026;86;21:15 - 21:30;223.5;112.5;21.9;23.9;-2.0;70.90;45.8
1.1.2026;87;21:30 - 21:45;157.7;348.7;36.6;25.9;10.7;61.77;62.5
1.1.2026;88;21:45 - 22:00;418.8;272.1;23.1;49.7;-26.6;64.63;72.8
1.1.2026;89;22:00 - 22:15;198.1;143.6;13.7;16.9;-3.2;105.02;30.6
1.1.2026;90;22:15 - 22:30;201.6;118.8;17.6;15.3;2.3;90.69;32.9
1.1.2026;91;22:30 - 22:45;364.5;250.0;15.0;27.6;-12.6;78.70;42.6
1.1.2026;92;22:45 - 23:00;473.2;122.0;13.1;47.9;-34.8;75.66;61.0
1.1.2026;93;23:00 - 23:15;166.3;223.0;35.3;23.2;12.1;93.72;58.5
1.1.2026;94;23:15 - 23:30;113.0;243.3;41.4;18.0;23.4;61.71;59.4
1.1.2026;95;23:30 - 23:45;118.9;221.9;41.7;22.7;19.0;74.53;64.4
1.1.2026;96;23:45 - 00:00;209.3;693.1;49.6;56.1;-6.5;53.81;105.7
2.1.2026;1;00:00 - 00:15;128.4;69.5;45.4;24.7;20.7;108.82;70.1
2.1.2026;2;00:15 - 00:30;105.4;76.6;37.9;10.2;27.7;91.35;48.1
2.1.2026;3;00:30 - 00:45;108.5;88.7;22.5;16.3;6.2;77.89;38.8
2.1.2026;4;00:45 - 01:00;119.3;2,517.0;30.5;39.7;-9.2;47.54;70.2
2.1.2026;5;01:00 - 01:15;628.8;66.8;35.6;5.0;30.6;72.64;40.6
2.1.2026;6;01:15 - 01:30;96.2;79.8;13.1;6.0;7.1;66.00;19.1
2.1.2026;7;01:30 - 01:45;121.4;97.9;4.1;6.0;-1.9;66.45;10.1
2.1.2026;8;01:45 - 02:00;129.1;52.3;5.7;10.5;-4.8;55.18;16.2
2.1.2026;9;02:00 - 02:15;96.6;68.5;3.3;6.2;-2.9;75.05;9.5
2.1.2026;10;02:15 - 02:30;620.0;63.5;12.5;6.2;6.3;66.24;18.7
2.1.2026;11;02:30 - 02:45;175.6;128.9;11.7;5.2;6.5;56.23;16.9
2.1.2026;12;02:45 - 03:00;160.1;72.5;4.9;8.2;-3.3;47.62;13.1
2.1.2026;13;03:00 - 03:15;92.1;53.0;13.7;7.7;6.0;58.98;21.4
2.1.2026;14;03:15 - 03:30;156.7;57.5;9.9;8.7;1.2;70.19;18.6
2.1.2026;15;03:30 - 03:45;90.9;60.6;5.5;6.5;-1.0;55.61;12.0
2.1.2026;16;03:45 - 04:00;94.3;65.3;6.0;8.0;-2.0;49.43;14.0
2.1.2026;17;04:00 - 04:15;104.9;217.3;5.2;26.4;-21.2;57.21;31.6
2.1.2026;18;04:15 - 04:30;131.0;105.5;4.2;26.2;-22.0;58.64;30.4
2.1.2026;19;04:30 - 04:45;124.1;150.6;4.6;9.0;-4.4;67.00;13.6
2.1.2026;20;04:45 - 05:00;60.1;213.5;5.2;19.9;-14.7;64.85;25.1
2.1.2026;21;05:00 - 05:15;125.7;128.9;16.7;45.5;-28.8;60.32;62.2
2.1.2026;22;05:15 - 05:30;207.3;157.6;12.2;13.6;-1.4;82.05;25.8
2.1.2026;23;05:30 - 05:45;184.5;55.5;21.7;25.1;-3.4;71.50;46.8
2.1.2026;24;05:45 - 06:00;233.7;243.3;75.6;53.0;22.6;84.88;128.6
2.1.2026;25;06:00 - 06:15;164.7;105.1;10.2;36.7;-26.5;66.58;46.9
2.1.2026;26;06:15 - 06:30;9,401.9;203.2;59.2;6.2;53.0;89.91;65.4
2.1.2026;27;06:30 - 06:45;7,518.9;319.8;77.3;7.9;69.4;101.36;85.2
2.1.2026;28;06:45 - 07:00;21,601.4;294.7;117.5;23.1;94.4;115.72;140.6
2.1.2026;29;07:00 - 07:15;409.1;428.3;21.7;11.8;9.9;100.61;33.5
2.1.2026;30;07:15 - 07:30;527.4;262.4;13.7;3.6;10.1;105.91;17.3
2.1.2026;31;07:30 - 07:45;510.3;370.6;27.4;19.9;7.5;104.06;47.3
2.1.2026;32;07:45 - 08:00;548.2;307.2;20.2;7.7;12.5;98.82;27.9
2.1.2026;33;08:00 - 08:15;4,255.9;2,690.0;6.1;13.3;-7.2;92.82;19.4
2.1.2026;34;08:15 - 08:30;7,934.9;7,883.5;4.1;26.1;-22.0;92.10;30.2
2.1.2026;35;08:30 - 08:45;7,674.5;8,222.6;18.1;21.4;-3.3;99.56;39.5
2.1.2026;36;08:45 - 09:00;8,783.2;6,055.9;32.4;64.6;-32.2;99.66;97.0
2.1.2026;37;09:00 - 09:15;13,638.1;449.0;28.7;28.2;0.5;102.31;56.9
2.1.2026;38;09:15 - 09:30;5,504.7;956.0;20.9;14.8;6.1;99.46;35.7
2.1.2026;39;09:30 - 09:45;6,940.0;469.4;32.9;40.6;-7.7;93.18;73.5
2.1.2026;40;09:45 - 10:00;5,425.8;482.6;40.9;47.2;-6.3;85.61;88.1
2.1.2026;41;10:00 - 10:15;1,403.7;456.7;55.7;36.2;19.5;106.15;91.9
2.1.2026;42;10:15 - 10:30;733.4;6,592.7;56.7;34.6;22.1;97.97;91.3
2.1.2026;43;10:30 - 10:45;1,520.1;13,071.6;92.3;36.6;55.7;92.00;128.9
2.1.2026;44;10:45 - 11:00;9,327.0;8,285.5;91.5;33.7;57.8;86.75;125.2
2.1.2026;45;11:00 - 11:15;5,662.8;937.1;51.3;30.6;20.7;93.99;81.9
2.1.2026;46;11:15 - 11:30;5,732.0;4,946.2;63.7;31.9;31.8;92.52;95.6
2.1.2026;47;11:30 - 11:45;1,145.2;594.8;62.6;40.2;22.4;94.24;102.8
2.1.2026;48;11:45 - 12:00;1,523.5;3,380.1;73.3;53.4;19.9;91.94;126.7
2.1.2026;49;12:00 - 12:15;9,439.0;14,214.4;37.2;16.6;20.6;99.58;53.8
2.1.2026;50;12:15 - 12:30;802.1;15,189.0;34.8;11.6;23.2;93.25;46.4
2.1.2026;51;12:30 - 12:45;602.0;402.4;35.3;33.9;1.4;95.87;69.2
2.1.2026;52;12:45 - 13:00;1,103.5;21,530.8;20.0;25.4;-5.4;93.21;45.4
2.1.2026;53;13:00 - 13:15;709.6;551.5;75.6;22.3;53.3;97.27;97.9
2.1.2026;54;13:15 - 13:30;5,888.9;714.9;70.5;33.0;37.5;109.22;103.5
2.1.2026;55;13:30 - 13:45;7,333.7;769.9;85.9;35.5;50.4;106.23;121.4
2.1.2026;56;13:45 - 14:00;9,374.8;568.1;117.1;45.4;71.7;105.79;162.5
2.1.2026;57;14:00 - 14:15;9,544.1;1,796.4;103.1;29.5;73.6;92.86;132.6
2.1.2026;58;14:15 - 14:30;564.8;6,667.8;100.2;30.7;69.5;96.69;130.9
2.1.2026;59;14:30 - 14:45;7,926.0;779.0;104.7;30.8;73.9;104.39;135.5
2.1.2026;60;14:45 - 15:00;15,797.9;1,066.3;108.4;61.2;47.2;118.11;169.6
2.1.2026;61;15:00 - 15:15;629.1;1,769.3;46.2;116.0;-69.8;92.54;162.2
2.1.2026;62;15:15 - 15:30;581.5;4,017.4;32.4;102.2;-69.8;98.15;134.6
2.1.2026;63;15:30 - 15:45;707.0;1,319.2;59.2;51.0;8.2;111.56;110.2
2.1.2026;64;15:45 - 16:00;788.8;2,729.0;54.0;38.9;15.1;117.34;92.9
2.1.2026;65;16:00 - 16:15;1,188.9;394.9;59.8;52.9;6.9;106.53;112.7
2.1.2026;66;16:15 - 16:30;534.1;757.4;71.6;69.0;2.6;112.04;140.6
2.1.2026;67;16:30 - 16:45;2,725.6;681.5;42.4;44.4;-2.0;114.97;86.8
2.1.2026;68;16:45 - 17:00;888.9;916.8;40.5;58.8;-18.3;115.12;99.3
2.1.2026;69;17:00 - 17:15;460.5;4,236.0;23.2;13.5;9.7;111.66;36.7
2.1.2026;70;17:15 - 17:30;545.9;616.2;37.8;24.6;13.2;112.90;62.4
2.1.2026;71;17:30 - 17:45;687.7;695.8;51.0;44.0;7.0;114.29;95.0
2.1.2026;72;17:45 - 18:00;809.9;2,170.9;73.0;66.9;6.1;113.06;139.9
2.1.2026;73;18:00 - 18:15;2,301.3;2,393.6;49.8;138.3;-88.5;114.53;188.1
2.1.2026;74;18:15 - 18:30;392.0;1,143.5;75.9;111.2;-35.3;112.00;187.1
2.1.2026;75;18:30 - 18:45;747.5;515.2;54.4;34.1;20.3;111.61;88.5
2.1.2026;76;18:45 - 19:00;742.1;750.6;44.4;41.7;2.7;113.90;86.1
2.1.2026;77;19:00 - 19:15;819.4;859.2;47.7;41.1;6.6;113.83;88.8
2.1.2026;78;19:15 - 19:30;438.0;740.9;41.4;25.8;15.6;111.30;67.2
2.1.2026;79;19:30 - 19:45;580.1;1,936.9;54.3;122.1;-67.8;111.94;176.4
2.1.2026;80;19:45 - 20:00;773.5;2,231.8;65.9;152.3;-86.4;109.97;218.2
2.1.2026;81;20:00 - 20:15;1,407.1;543.4;66.6;37.9;28.7;117.91;104.5
2.1.2026;82;20:15 - 20:30;516.8;528.0;40.5;25.7;14.8;112.19;66.2
2.1.2026;83;20:30 - 20:45;516.2;884.6;30.7;27.4;3.3;106.67;58.1
2.1.2026;84;20:45 - 21:00;549.2;1,122.9;32.4;57.7;-25.3;98.92;90.1
2.1.2026;85;21:00 - 21:15;722.0;813.7;60.2;20.0;40.2;108.80;80.2
2.1.2026;86;21:15 - 21:30;860.8;709.9;44.2;57.3;-13.1;103.81;101.5
2.1.2026;87;21:30 - 21:45;939.1;886.8;53.1;66.8;-13.7;101.21;119.9
2.1.2026;88;21:45 - 22:00;1,229.0;983.3;33.6;82.9;-49.3;94.78;116.5
2.1.2026;89;22:00 - 22:15;1,485.5;762.5;106.8;46.2;60.6;88.74;153.0
2.1.2026;90;22:15 - 22:30;548.4;678.3;95.0;35.6;59.4;87.76;130.6
2.1.2026;91;22:30 - 22:45;943.0;543.9;82.5;36.6;45.9;85.73;119.1
2.1.2026;92;22:45 - 23:00;1,052.6;830.9;93.3;61.2;32.1;79.10;154.5
2.1.2026;93;23:00 - 23:15;890.5;948.2;81.0;20.9;60.1;77.31;101.9
2.1.2026;94;23:15 - 23:30;677.9;619.3;52.5;37.6;14.9;78.59;90.1
2.1.2026;95;23:30 - 23:45;266.2;491.5;22.9;29.9;-7.0;84.00;52.8
2.1.2026;96;23:45 - 00:00;359.9;648.2;55.9;55.5;0.4;73.54;111.4
3.1.2026;1;00:00 - 00:15;63.0;69.8;0.9;5.2;-4.3;94.16;6.1
3.1.2026;2;00:15 - 00:30;26.0;311.6;0.6;26.4;-25.8;94.66;27.0
3.1.2026;3;00:30 - 00:45;38.4;2,244.4;1.6;14.9;-13.3;88.63;16.5
3.1.2026;4;00:45 - 01:00;108.1;137.5;2.2;20.0;-17.8;79.00;22.2
3.1.2026;5;01:00 - 01:15;235.0;112.4;17.8;1.8;16.0;76.92;19.6
3.1.2026;6;01:15 - 01:30;110.7;127.0;14.0;0.6;13.4;74.01;14.6
3.1.2026;7;01:30 - 01:45;1,963.6;123.4;23.0;7.7;15.3;76.47;30.7
3.1.2026;8;01:45 - 02:00;121.3;132.0;16.5;6.7;9.8;75.40;23.2
3.1.2026;9;02:00 - 02:15;145.4;82.5;16.6;1.1;15.5;74.35;17.7
3.1.2026;10;02:15 - 02:30;81.4;66.6;0.2;1.1;-0.9;82.22;1.3
3.1.2026;11;02:30 - 02:45;156.2;107.5;5.9;6.1;-0.2;69.87;12.0
3.1.2026;12;02:45 - 03:00;781.3;205.3;19.2;16.2;3.0;68.79;35.4
3.1.2026;13;03:00 - 03:15;182.1;87.4;24.1;7.0;17.1;77.94;31.1
3.1.2026;14;03:15 - 03:30;200.8;64.7;16.1;7.0;9.1;76.70;23.1
3.1.2026;15;03:30 - 03:45;87.8;70.7;11.1;7.0;4.1;78.18;18.1
3.1.2026;16;03:45 - 04:00;100.9;134.4;17.1;12.9;4.2;80.17;30.0
3.1.2026;17;04:00 - 04:15;193.4;159.5;22.2;9.4;12.8;65.17;31.6
3.1.2026;18;04:15 - 04:30;280.2;329.4;17.9;11.9;6.0;70.13;29.8
3.1.2026;19;04:30 - 04:45;171.3;211.4;12.0;9.4;2.6;76.75;21.4
3.1.2026;20;04:45 - 05:00;186.3;169.1;10.0;21.0;-11.0;72.28;31.0
3.1.2026;21;05:00 - 05:15;425.4;590.3;36.7;17.8;18.9;72.78;54.5
3.1.2026;22;05:15 - 05:30;185.1;363.7;17.6;6.5;11.1;78.21;24.1
3.1.2026;23;05:30 - 05:45;274.6;284.9;33.8;12.0;21.8;83.16;45.8
3.1.2026;24;05:45 - 06:00;136.5;193.0;26.0;8.9;17.1;77.93;34.9
3.1.2026;25;06:00 - 06:15;534.2;215.8;6.6;12.3;-5.7;75.77;18.9
3.1.2026;26;06:15 - 06:30;222.3;326.8;2.3;10.2;-7.9;76.77;12.5
3.1.2026;27;06:30 - 06:45;170.9;217.9;13.4;11.3;2.1;80.72;24.7
3.1.2026;28;06:45 - 07:00;162.4;157.9;4.1;4.7;-0.6;88.42;8.8
3.1.2026;29;07:00 - 07:15;183.8;268.4;18.2;4.2;14.0;90.52;22.4
3.1.2026;30;07:15 - 07:30;5,045.5;4,801.5;11.4;1.3;10.1;80.24;12.7
3.1.2026;31;07:30 - 07:45;10,405.8;10,105.4;21.2;4.2;17.0;79.85;25.4
3.1.2026;32;07:45 - 08:00;13,680.7;12,856.2;32.7;11.0;21.7;80.67;43.7
3.1.2026;33;08:00 - 08:15;365.6;209.1;26.6;8.3;18.3;82.89;34.9
3.1.2026;34;08:15 - 08:30;559.6;156.0;17.9;5.6;12.3;83.07;23.5
3.1.2026;35;08:30 - 08:45;439.2;199.1;25.2;4.8;20.4;85.14;30.0
3.1.2026;36;08:45 - 09:00;374.4;388.4;33.1;27.7;5.4;86.07;60.8
3.1.2026;37;09:00 - 09:15;794.5;857.6;38.2;26.2;12.0;93.37;64.4
3.1.2026;38;09:15 - 09:30;523.7;24,264.0;13.0;3.7;9.3;94.69;16.7
3.1.2026;39;09:30 - 09:45;284.4;147.4;16.9;2.8;14.1;92.04;19.7
3.1.2026;40;09:45 - 10:00;585.5;260.4;20.1;17.3;2.8;90.25;37.4
3.1.2026;41;10:00 - 10:15;406.8;449.3;28.9;25.8;3.1;104.75;54.7
3.1.2026;42;10:15 - 10:30;552.6;170.0;17.1;9.8;7.3;93.29;26.9
3.1.2026;43;10:30 - 10:45;439.5;11,768.9;20.1;5.4;14.7;92.73;25.5
3.1.2026;44;10:45 - 11:00;1,103.1;396.7;40.4;17.4;23.0;91.60;57.8
3.1.2026;45;11:00 - 11:15;469.4;730.5;27.2;19.2;8.0;93.30;46.4
3.1.2026;46;11:15 - 11:30;394.2;460.0;16.7;10.9;5.8;89.13;27.6
3.1.2026;47;11:30 - 11:45;10,609.0;191.4;18.9;12.6;6.3;86.27;31.5
3.1.2026;48;11:45 - 12:00;980.6;14,437.5;11.4;5.0;6.4;84.98;16.4
3.1.2026;49;12:00 - 12:15;9,809.8;137.2;10.1;3.0;7.1;88.66;13.1
3.1.2026;50;12:15 - 12:30;13,485.8;129.1;17.2;2.1;15.1;87.75;19.3
3.1.2026;51;12:30 - 12:45;21,223.8;178.8;33.3;14.7;18.6;87.68;48.0
3.1.2026;52;12:45 - 13:00;15,726.5;180.7;26.0;2.6;23.4;87.15;28.6
3.1.2026;53;13:00 - 13:15;4,148.9;258.8;9.3;2.8;6.5;84.97;12.1
3.1.2026;54;13:15 - 13:30;12,499.6;1,199.2;32.9;12.2;20.7;83.85;45.1
3.1.2026;55;13:30 - 13:45;588.0;714.8;46.0;14.3;31.7;83.15;60.3
3.1.2026;56;13:45 - 14:00;8,210.8;287.9;49.9;14.2;35.7;84.77;64.1
3.1.2026;57;14:00 - 14:15;629.4;420.6;17.6;4.8;12.8;84.35;22.4
3.1.2026;58;14:15 - 14:30;482.7;217.6;29.7;10.5;19.2;88.56;40.2
3.1.2026;59;14:30 - 14:45;841.4;1,386.7;29.1;12.2;16.9;92.69;41.3
3.1.2026;60;14:45 - 15:00;1,311.1;4,136.5;70.0;34.2;35.8;103.32;104.2
3.1.2026;61;15:00 - 15:15;1,056.3;925.4;89.6;84.0;5.6;103.56;173.6
3.1.2026;62;15:15 - 15:30;3,044.5;1,531.6;89.7;66.6;23.1;105.83;156.3
3.1.2026;63;15:30 - 15:45;494.9;2,173.9;134.7;53.2;81.5;98.28;187.9
3.1.2026;64;15:45 - 16:00;2,838.5;453.3;149.8;49.3;100.5;102.25;199.1
3.1.2026;65;16:00 - 16:15;3,758.0;926.2;51.1;93.5;-42.4;118.87;144.6
3.1.2026;66;16:15 - 16:30;7,513.4;965.7;64.7;55.6;9.1;116.66;120.3
3.1.2026;67;16:30 - 16:45;4,176.7;784.5;72.3;24.8;47.5;106.29;97.1
3.1.2026;68;16:45 - 17:00;7,763.6;1,811.7;68.4;22.2;46.2;107.61;90.6
3.1.2026;69;17:00 - 17:15;3,690.0;1,063.3;60.9;16.7;44.2;110.83;77.6
3.1.2026;70;17:15 - 17:30;4,350.6;4,351.4;53.4;22.3;31.1;111.59;75.7
3.1.2026;71;17:30 - 17:45;3,352.3;2,717.2;80.0;31.0;49.0;111.05;111.0
3.1.2026;72;17:45 - 18:00;1,559.3;1,463.3;75.9;33.7;42.2;111.18;109.6
3.1.2026;73;18:00 - 18:15;4,394.9;4,440.4;34.3;21.2;13.1;115.48;55.5
3.1.2026;74;18:15 - 18:30;1,431.8;463.1;39.2;17.4;21.8;111.23;56.6
3.1.2026;75;18:30 - 18:45;971.3;1,578.1;65.6;124.7;-59.1;110.25;190.3
3.1.2026;76;18:45 - 19:00;799.2;4,333.1;83.0;140.6;-57.6;109.50;223.6
3.1.2026;77;19:00 - 19:15;6,506.9;7,848.4;44.1;46.8;-2.7;118.97;90.9
3.1.2026;78;19:15 - 19:30;10,975.6;612.2;65.9;36.0;29.9;116.45;101.9
3.1.2026;79;19:30 - 19:45;9,578.6;864.5;92.7;64.4;28.3;117.47;157.1
3.1.2026;80;19:45 - 20:00;3,108.4;4,069.5;111.0;51.5;59.5;100.49;162.5
3.1.2026;81;20:00 - 20:15;2,421.5;531.6;19.9;42.9;-23.0;114.86;62.8
3.1.2026;82;20:15 - 20:30;6,874.6;323.4;29.7;51.0;-21.3;111.08;80.7
3.1.2026;83;20:30 - 20:45;801.3;659.7;42.0;61.2;-19.2;110.84;103.2
3.1.2026;84;20:45 - 21:00;343.5;2,480.0;45.3;43.4;1.9;94.52;88.7
3.1.2026;85;21:00 - 21:15;2,518.9;716.4;98.0;23.1;74.9;103.85;121.1
3.1.2026;86;21:15 - 21:30;1,274.4;66.0;80.8;9.0;71.8;93.68;89.8
3.1.2026;87;21:30 - 21:45;2,161.9;112.9;84.1;24.5;59.6;94.39;108.6
3.1.2026;88;21:45 - 22:00;1,048.8;419.5;44.5;14.2;30.3;89.55;58.7
3.1.2026;89;22:00 - 22:15;193.6;242.9;10.7;6.6;4.1;101.67;17.3
3.1.2026;90;22:15 - 22:30;649.8;183.4;12.7;9.6;3.1;101.72;22.3
3.1.2026;91;22:30 - 22:45;163.3;199.8;10.7;32.0;-21.3;101.46;42.7
3.1.2026;92;22:45 - 23:00;464.6;720.9;22.4;74.4;-52.0;95.55;96.8
3.1.2026;93;23:00 - 23:15;754.2;342.2;50.5;21.8;28.7;98.77;72.3
