Delivery day;Period number;Period;Buy Orders (MW);Sell Orders (MW);Buy trades (MW);Sell trades (MW);Traded Quantity Difference (MW);Weighted average price of all trades (EUR/MWh);Total Traded Quantity (MW)
2.3.2025;29;07:00 - 07:15;47.5;54.6;0.0;43.3;-43.3;106.25;43.3
2.3.2025;30;07:15 - 07:30;30.7;20.2;4.3;10.1;-5.8;105.11;14.4
2.3.2025;31;07:30 - 07:45;42.0;32.8;20.4;12.8;7.6;104.86;33.2
2.3.2025;32;07:45 - 08:00;52.8;20.5;15.6;10.4;5.2;115.88;26.0
2.3.2025;33;08:00 - 08:15;136.8;185.4;81.8;122.7;-40.9;99.09;204.5
2.3.2025;34;08:15 - 08:30;64.9;92.1;9.9;37.6;-27.7;94.58;47.5
2.3.2025;35;08:30 - 08:45;76.1;56.2;52.7;34.7;18.0;104.49;87.4
2.3.2025;36;08:45 - 09:00;217.0;125.0;113.7;87.7;26.0;101.04;201.4
2.3.2025;37;09:00 - 09:15;19.3;63.7;7.4;13.7;-6.3;118.40;21.1
2.3.2025;38;09:15 - 09:30;41.5;36.0;10.8;6.0;4.8;97.57;16.8
2.3.2025;39;09:30 - 09:45;31.0;48.9;1.0;18.9;-17.9;84.16;19.9
2.3.2025;40;09:45 - 10:00;43.1;55.3;3.1;25.3;-22.2;73.02;28.4
2.3.2025;41;10:00 - 10:15;67.2;112.1;47.2;82.1;-34.9;73.33;129.3
2.3.2025;42;10:15 - 10:30;25.6;64.4;5.6;34.4;-28.8;58.07;40.0
2.3.2025;43;10:30 - 10:45;67.8;68.2;37.8;10.0;27.8;56.97;47.8
2.3.2025;44;10:45 - 11:00;86.1;98.2;66.1;31.3;34.8;63.33;97.4
2.3.2025;45;11:00 - 11:15;74.9;41.4;24.9;6.4;18.5;50.35;31.3
2.3.2025;46;11:15 - 11:30;48.3;25.3;18.3;5.3;13.0;40.81;23.6
2.3.2025;47;11:30 - 11:45;24.8;58.3;4.8;2.7;2.1;20.65;7.5
2.3.2025;48;11:45 - 12:00;69.6;55.1;49.6;8.0;41.6;4.94;57.6
2.3.2025;49;12:00 - 12:15;55.4;15.6;35.4;0.6;34.8;22.70;36.0
2.3.2025;50;12:15 - 12:30;23.8;15.1;13.7;0.1;13.6;9.99;13.8
2.3.2025;51;12:30 - 12:45;24.8;50.6;4.8;10.1;-5.3;10.72;14.9
2.3.2025;52;12:45 - 13:00;12.9;90.2;7.9;20.9;-13.0;-2.55;28.8
2.3.2025;53;13:00 - 13:15;26.4;10.9;14.8;0.0;14.8;4.94;14.8
2.3.2025;54;13:15 - 13:30;26.7;24.0;5.4;4.7;0.7;2.00;10.1
2.3.2025;55;13:30 - 13:45;33.2;351.0;12.1;22.0;-9.9;-0.67;34.1
2.3.2025;56;13:45 - 14:00;35.9;48.8;15.4;28.6;-13.2;-5.19;44.0
2.3.2025;57;14:00 - 14:15;48.3;38.0;38.2;17.0;21.2;17.79;55.2
2.3.2025;58;14:15 - 14:30;10.5;27.8;8.5;14.5;-6.0;-16.20;23.0
2.3.2025;59;14:30 - 14:45;31.4;106.6;3.4;17.8;-14.4;-12.28;21.2
2.3.2025;60;14:45 - 15:00;48.6;262.6;16.6;49.0;-32.4;25.59;65.6
2.3.2025;61;15:00 - 15:15;13.2;1,252.3;8.2;8.0;0.2;48.98;16.2
2.3.2025;62;15:15 - 15:30;0.6;2,149.7;0.6;0.3;0.3;-67.08;0.9
2.3.2025;63;15:30 - 15:45;1.1;5,336.9;1.1;1.0;0.1;81.47;2.1
2.3.2025;64;15:45 - 16:00;21.5;185.9;14.5;14.5;0.0;88.00;29.0
2.3.2025;65;16:00 - 16:15;0.0;4,918.5;0.0;0.0;0.0;;0.0
2.3.2025;66;16:15 - 16:30;0.0;1,901.6;0.0;0.0;0.0;;0.0
2.3.2025;67;16:30 - 16:45;5.8;9,024.3;2.9;2.9;0.0;66.52;5.8
2.3.2025;68;16:45 - 17:00;30.7;137.6;18.7;18.7;0.0;68.72;37.4
2.3.2025;69;17:00 - 17:15;0.0;1,955.2;0.0;0.0;0.0;;0.0
2.3.2025;70;17:15 - 17:30;0.0;138.2;0.0;0.9;-0.9;102.33;0.9
2.3.2025;71;17:30 - 17:45;10.7;2,666.0;10.7;10.7;0.0;118.00;21.4
2.3.2025;72;17:45 - 18:00;25.5;5,861.5;25.5;25.5;0.0;118.00;51.0
2.3.2025;73;18:00 - 18:15;18.0;3,355.4;18.0;12.0;6.0;109.23;30.0
2.3.2025;74;18:15 - 18:30;1.3;2,314.4;1.3;1.0;0.3;104.22;2.3
2.3.2025;75;18:30 - 18:45;2.0;4,541.0;2.0;1.7;0.3;169.46;3.7
2.3.2025;76;18:45 - 19:00;5.1;111.7;5.0;6.2;-1.2;117.00;11.2
2.3.2025;77;19:00 - 19:15;15.0;1,426.5;7.0;1.2;5.8;182.70;8.2
2.3.2025;78;19:15 - 19:30;5.0;1,658.1;5.0;3.8;1.2;113.36;8.8
2.3.2025;79;19:30 - 19:45;4.1;56.3;0.1;0.9;-0.8;124.46;1.0
2.3.2025;80;19:45 - 20:00;14.0;74.8;2.0;2.8;-0.8;104.12;4.8
2.3.2025;81;20:00 - 20:15;75.8;59.9;45.8;14.9;30.9;139.96;60.7
2.3.2025;82;20:15 - 20:30;58.7;47.8;34.7;10.8;23.9;132.95;45.5
2.3.2025;83;20:30 - 20:45;36.9;82.4;8.9;8.9;0.0;34.26;17.8
2.3.2025;84;20:45 - 21:00;45.9;151.7;22.9;22.9;0.0;46.13;45.8
2.3.2025;85;21:00 - 21:15;42.5;24.1;22.5;14.1;8.4;113.75;36.6
2.3.2025;86;21:15 - 21:30;32.0;31.3;22.0;22.0;0.0;98.50;44.0
2.3.2025;87;21:30 - 21:45;52.0;49.8;30.0;30.0;0.0;98.72;60.0
2.3.2025;88;21:45 - 22:00;10.0;86.1;0.0;0.0;0.0;;0.0
2.3.2025;89;22:00 - 22:15;150.0;90.2;83.9;80.2;3.7;158.40;164.1
2.3.2025;90;22:15 - 22:30;39.9;7.8;23.4;0.0;23.4;128.88;23.4
2.3.2025;91;22:30 - 22:45;21.3;99.2;11.3;11.3;0.0;63.94;22.6
2.3.2025;92;22:45 - 23:00;103.3;165.7;83.3;83.3;0.0;71.48;166.6
2.3.2025;93;23:00 - 23:15;29.2;19.4;10.0;9.4;0.6;133.59;19.4
2.3.2025;94;23:15 - 23:30;25.5;34.1;5.5;24.1;-18.6;106.87;29.6
2.3.2025;95;23:30 - 23:45;59.6;51.0;29.6;41.0;-11.4;110.00;70.6
2.3.2025;96;23:45 - 00:00;118.1;105.1;68.2;86.7;-18.5;99.93;154.9
3.3.2025;1;00:00 - 00:15;74.7;32.1;34.1;22.1;12.0;163.42;56.2
3.3.2025;2;00:15 - 00:30;15.6;15.3;5.6;5.1;0.5;130.56;10.7
3.3.2025;3;00:30 - 00:45;10.0;24.5;0.0;13.7;-13.7;107.23;13.7
3.3.2025;4;00:45 - 01:00;10.0;47.3;0.0;28.2;-28.2;88.96;28.2
3.3.2025;5;01:00 - 01:15;30.3;5.8;12.0;0.8;11.2;132.92;12.8
3.3.2025;6;01:15 - 01:30;13.7;21.5;3.7;6.1;-2.4;123.23;9.8
3.3.2025;7;01:30 - 01:45;10.0;21.8;0.0;11.8;-11.8;108.09;11.8
3.3.2025;8;01:45 - 02:00;10.0;56.7;0.0;46.7;-46.7;93.06;46.7
3.3.2025;9;02:00 - 02:15;14.0;17.5;3.8;5.7;-1.9;125.43;9.5
3.3.2025;10;02:15 - 02:30;10.3;16.7;0.3;6.7;-6.4;109.18;7.0
3.3.2025;11;02:30 - 02:45;10.0;18.7;0.0;8.7;-8.7;100.20;8.7
3.3.2025;12;02:45 - 03:00;10.1;35.5;0.0;25.5;-25.5;97.51;25.5
3.3.2025;13;03:00 - 03:15;10.0;37.9;0.0;27.9;-27.9;96.49;27.9
3.3.2025;14;03:15 - 03:30;10.1;37.0;0.0;27.0;-27.0;96.02;27.0
3.3.2025;15;03:30 - 03:45;10.2;34.1;0.2;24.1;-23.9;102.88;24.3
3.3.2025;16;03:45 - 04:00;15.4;16.4;5.2;6.4;-1.2;106.96;11.6
3.3.2025;17;04:00 - 04:15;10.0;38.0;0.0;27.0;-27.0;82.93;27.0
3.3.2025;18;04:15 - 04:30;10.1;42.1;0.0;32.1;-32.1;88.19;32.1
3.3.2025;19;04:30 - 04:45;17.8;15.8;7.8;5.8;2.0;113.69;13.6
3.3.2025;20;04:45 - 05:00;43.3;22.7;33.3;12.7;20.6;143.51;46.0
3.3.2025;21;05:00 - 05:15;43.0;127.8;23.0;105.8;-82.8;94.48;128.8
3.3.2025;22;05:15 - 05:30;13.9;33.1;3.9;23.1;-19.2;102.09;27.0
3.3.2025;23;05:30 - 05:45;41.5;18.0;31.5;8.0;23.5;139.27;39.5
3.3.2025;24;05:45 - 06:00;99.3;28.6;49.9;18.6;31.3;162.66;68.5
3.3.2025;25;06:00 - 06:15;20.0;110.9;7.9;74.5;-66.6;76.29;82.4
3.3.2025;26;06:15 - 06:30;10.0;39.1;0.0;32.3;-32.3;104.65;32.3
3.3.2025;27;06:30 - 06:45;50.4;30.0;40.4;20.0;20.4;166.84;60.4
3.3.2025;28;06:45 - 07:00;138.1;48.5;81.4;38.5;42.9;187.68;119.9
3.3.2025;29;07:00 - 07:15;13.0;57.8;2.8;47.8;-45.0;164.50;50.6
3.3.2025;30;07:15 - 07:30;20.8;28.5;8.0;15.5;-7.5;173.23;23.5
3.3.2025;31;07:30 - 07:45;14.4;49.9;4.4;19.9;-15.5;173.85;24.3
3.3.2025;32;07:45 - 08:00;21.0;35.5;8.5;25.5;-17.0;148.89;34.0
3.3.2025;33;08:00 - 08:15;35.0;81.5;4.1;70.7;-66.6;169.85;74.8
3.3.2025;34;08:15 - 08:30;66.9;52.8;10.7;39.5;-28.8;152.12;50.2
3.3.2025;35;08:30 - 08:45;50.0;57.6;30.0;43.6;-13.6;126.96;73.6
3.3.2025;36;08:45 - 09:00;46.3;59.6;26.3;49.6;-23.3;110.44;75.9
3.3.2025;37;09:00 - 09:15;62.4;53.1;22.0;18.0;4.0;147.78;40.0
3.3.2025;38;09:15 - 09:30;27.7;3,515.8;14.7;25.1;-10.4;119.63;39.8
3.3.2025;39;09:30 - 09:45;22.1;491.4;3.0;36.4;-33.4;87.12;39.4
3.3.2025;40;09:45 - 10:00;15.1;724.1;0.0;39.6;-39.6;71.08;39.6
3.3.2025;41;10:00 - 10:15;43.2;56.4;12.2;30.4;-18.2;57.38;42.6
3.3.2025;42;10:15 - 10:30;383.9;162.4;1.8;37.5;-35.7;53.31;39.3
3.3.2025;43;10:30 - 10:45;476.2;528.1;43.1;47.3;-4.2;35.75;90.4
3.3.2025;44;10:45 - 11:00;727.5;786.7;28.9;37.1;-8.2;6.85;66.0
3.3.2025;45;11:00 - 11:15;29.6;512.6;9.4;19.6;-10.2;52.87;29.0
3.3.2025;46;11:15 - 11:30;61.2;96.6;21.9;38.0;-16.1;18.59;59.9
3.3.2025;47;11:30 - 11:45;33.1;5,797.5;17.1;24.1;-7.0;11.51;41.2
3.3.2025;48;11:45 - 12:00;35.2;3,257.2;16.7;18.4;-1.7;-13.54;35.1
3.3.2025;49;12:00 - 12:15;47.6;68.2;23.2;18.0;5.2;44.44;41.2
3.3.2025;50;12:15 - 12:30;36.5;3,623.2;14.5;18.9;-4.4;17.30;33.4
3.3.2025;51;12:30 - 12:45;22.9;47.0;8.9;20.4;-11.5;16.16;29.3
3.3.2025;52;12:45 - 13:00;629.7;161.4;17.1;21.0;-3.9;28.07;38.1
3.3.2025;53;13:00 - 13:15;55.3;60.1;43.5;32.4;11.1;18.26;75.9
3.3.2025;54;13:15 - 13:30;786.3;27.0;8.3;14.2;-5.9;22.59;22.5
3.3.2025;55;13:30 - 13:45;1,225.9;7,805.4;4.0;32.6;-28.6;31.15;36.6
3.3.2025;56;13:45 - 14:00;2,209.0;1,838.0;13.2;37.0;-23.8;48.83;50.2
3.3.2025;57;14:00 - 14:15;98.2;25.9;88.0;8.1;79.9;73.47;96.1
3.3.2025;58;14:15 - 14:30;70.4;32.9;60.2;16.9;43.3;76.29;77.1
3.3.2025;59;14:30 - 14:45;25.7;4,045.9;15.7;15.8;-0.1;68.62;31.5
3.3.2025;60;14:45 - 15:00;84.1;158.7;56.1;71.1;-15.0;79.61;127.2
3.3.2025;61;15:00 - 15:15;353.7;284.0;286.7;148.0;138.7;103.60;434.7
3.3.2025;62;15:15 - 15:30;38.8;27.5;28.8;17.5;11.3;103.61;46.3
3.3.2025;63;15:30 - 15:45;28.9;177.7;3.9;36.8;-32.9;83.91;40.7
3.3.2025;64;15:45 - 16:00;112.0;175.7;93.0;165.0;-72.0;120.82;258.0
3.3.2025;65;16:00 - 16:15;10.1;62.9;0.1;17.2;-17.1;64.90;17.3
3.3.2025;66;16:15 - 16:30;10.1;172.5;0.1;8.0;-7.9;90.04;8.1
3.3.2025;67;16:30 - 16:45;20.4;4,299.2;10.1;9.2;0.9;156.47;19.3
3.3.2025;68;16:45 - 17:00;3,716.6;5,792.9;34.6;8.9;25.7;157.55;43.5
3.3.2025;69;17:00 - 17:15;0.6;163.0;0.6;0.0;0.6;87.43;0.6
3.3.2025;70;17:15 - 17:30;0.0;1,617.2;0.0;0.4;-0.4;130.17;0.4
3.3.2025;71;17:30 - 17:45;26.2;1,226.6;12.7;12.3;0.4;151.13;25.0
3.3.2025;72;17:45 - 18:00;74.1;18,068.6;30.6;30.6;0.0;148.28;61.2
3.3.2025;73;18:00 - 18:15;13.6;16,037.4;10.4;8.9;1.5;162.82;19.3
3.3.2025;74;18:15 - 18:30;2.2;19,791.7;2.1;2.4;-0.3;202.06;4.5
3.3.2025;75;18:30 - 18:45;3.0;22,862.3;3.0;3.0;0.0;169.02;6.0
3.3.2025;76;18:45 - 19:00;6.6;26,861.5;6.6;7.9;-1.3;167.00;14.5
3.3.2025;77;19:00 - 19:15;15.0;22,915.1;5.0;0.8;4.2;217.38;5.8
3.3.2025;78;19:15 - 19:30;5.0;14,263.3;3.0;3.0;0.0;174.33;6.0
3.3.2025;79;19:30 - 19:45;55.0;16,227.3;8.0;8.0;0.0;130.87;16.0
3.3.2025;80;19:45 - 20:00;13.0;150.0;13.0;13.0;0.0;41.02;26.0
3.3.2025;81;20:00 - 20:15;124.8;1,787.9;50.4;29.9;20.5;191.54;80.3
3.3.2025;82;20:15 - 20:30;58.3;61.3;40.4;21.3;19.1;158.10;61.7
3.3.2025;83;20:30 - 20:45;32.6;130.0;12.6;13.1;-0.5;105.80;25.7
3.3.2025;84;20:45 - 21:00;13.8;297.5;12.6;13.1;-0.5;67.22;25.7
3.3.2025;85;21:00 - 21:15;63.3;133.1;54.3;106.0;-51.7;172.81;160.3
3.3.2025;86;21:15 - 21:30;346.8;3,102.4;11.8;74.7;-62.9;142.08;86.5
3.3.2025;87;21:30 - 21:45;444.8;19,950.3;31.1;46.3;-15.2;140.09;77.4
3.3.2025;88;21:45 - 22:00;20.9;374.2;0.0;35.1;-35.1;70.22;35.1
3.3.2025;89;22:00 - 22:15;124.7;154.1;94.7;124.1;-29.4;207.10;218.8
3.3.2025;90;22:15 - 22:30;63.7;132.6;33.7;97.6;-63.9;153.62;131.3
3.3.2025;91;22:30 - 22:45;10.0;268.0;0.0;122.6;-122.6;121.44;122.6
3.3.2025;92;22:45 - 23:00;5.0;388.6;0.0;105.1;-105.1;101.20;105.1
3.3.2025;93;23:00 - 23:15;60.0;31,658.8;50.0;126.0;-76.0;149.48;176.0
3.3.2025;94;23:15 - 23:30;802.3;468.1;9.3;20.4;-11.1;130.75;29.7
3.3.2025;95;23:30 - 23:45;26.6;46.8;16.6;29.4;-12.8;128.74;46.0
3.3.2025;96;23:45 - 00:00;40.7;57.4;30.7;40.4;-9.7;136.78;71.1
