date,n_hours,rank_source,start_soc_enh,end_soc_enh,rev_enhanced,cycles_used,n_charge_enh,n_discharge_enh,deg_cost_enh,rev_enh_net,start_soc_end,end_soc_end,rev_enh_nodeg,deg_cost_end,rev_end_net,start_soc_base,end_soc_base,rev_baseline,start_soc_pf,end_soc_pf,rev_perfect,start_soc_naive,end_soc_naive,rev_naive,capture_enhanced,capture_enh_nodeg,capture_baseline,price_range,price_mean,year,month
2024-01-11,24,Baseline,1,1,108.58,1,2,2,100.0,8.579999999999998,1,1,167.67000000000002,200.0,-32.329999999999984,1,1,167.67000000000002,0,0,194.82000000000002,0,0,95.42000000000002,0.5573349758751668,0.86064059131506,0.86064059131506,65.85000000000001,109.57666666666667,2024,2024-01
2024-01-12,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,141.34000000000003,200.0,-58.65999999999997,1,1,141.34000000000003,0,0,150.18,0,0,96.26999999999998,0.0,0.9411373019043816,0.9411373019043816,55.120000000000005,107.60416666666667,2024,2024-01
2024-01-13,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,58.219999999999985,200.0,-141.78000000000003,1,1,58.219999999999985,0,0,97.35999999999997,0,0,18.090000000000003,0.0,0.597986852917009,0.597986852917009,38.08999999999999,84.20375,2024,2024-01
2024-01-14,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,52.06999999999999,200.0,-147.93,1,1,52.06999999999999,0,0,68.20000000000002,0,0,60.51000000000002,0.0,0.763489736070381,0.763489736070381,32.24000000000001,77.08458333333333,2024,2024-01
2024-01-15,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,69.96000000000001,200.0,-130.04,1,1,69.96000000000001,0,0,154.31,0,0,91.23999999999995,0.0,0.4533730801633077,0.4533730801633077,63.949999999999996,89.765,2024,2024-01
2024-01-16,24,Baseline,1,1,112.54999999999998,1,2,2,100.0,12.549999999999983,1,1,167.53,200.0,-32.47,1,1,167.53,0,0,202.38,0,0,83.17999999999995,0.5561320288566063,0.8277991896432454,0.8277991896432454,67.58,112.15250000000002,2024,2024-01
2024-01-17,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,82.76999999999998,200.0,-117.23000000000002,1,1,82.76999999999998,0,0,122.3,0,0,84.45000000000002,0.0,0.6767784137367129,0.6767784137367129,67.07,101.22583333333334,2024,2024-01
2024-01-18,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,111.64,200.0,-88.36,1,1,111.64,0,0,119.49000000000001,0,0,85.18999999999994,0.0,0.9343041258682734,0.9343041258682734,55.230000000000004,99.87583333333332,2024,2024-01
2024-01-19,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,129.29999999999998,200.0,-70.70000000000002,1,1,129.29999999999998,0,0,137.45999999999998,0,0,83.82999999999998,0.0,0.9406372762985596,0.9406372762985596,41.68,83.34291666666667,2024,2024-01
2024-01-20,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,71.34,200.0,-128.66,1,1,71.34,0,0,92.64,0,0,61.629999999999995,0.0,0.770077720207254,0.770077720207254,38.92,75.18708333333332,2024,2024-01
2024-01-21,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,82.6,200.0,-117.4,1,1,82.6,0,0,121.15,0,0,55.80000000000001,0.0,0.6817994222038795,0.6817994222038795,48.330000000000005,65.74708333333334,2024,2024-01
2024-01-22,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,159.04999999999998,200.0,-40.95000000000002,1,1,159.04999999999998,0,0,226.45000000000002,0,0,79.83000000000001,0.0,0.702362552439832,0.702362552439832,76.01,83.47958333333334,2024,2024-01
2024-01-23,24,Baseline,1,1,102.06,1,2,2,100.0,2.0600000000000023,1,1,177.57,200.0,-22.430000000000007,1,1,177.57,0,0,183.67,0,0,84.07999999999998,0.5556704959982578,0.9667882615560517,0.9667882615560517,55.81,76.09708333333333,2024,2024-01
2024-01-24,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,0.039999999999984936,200.0,-199.96,1,1,0.039999999999984936,0,0,157.98000000000002,0,0,-27.950000000000017,0.0,0.0002531966071653686,0.0002531966071653686,69.88,77.79416666666667,2024,2024-01
2024-01-25,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,53.8,200.0,-146.2,1,1,53.8,0,0,164.21,0,0,106.01999999999995,0.0,0.32762925522197184,0.32762925522197184,73.69999999999999,76.68625,2024,2024-01
2024-01-26,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,111.05,200.0,-88.95,1,1,111.05,0,0,141.62,0,0,54.18999999999994,0.0,0.7841406580991385,0.7841406580991385,58.46,86.8583333333333,2024,2024-01
2024-01-27,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,93.33,200.0,-106.67,1,1,93.33,0,0,122.46000000000001,0,0,70.59,0.0,0.7621264086232239,0.7621264086232239,45.68,69.25750000000001,2024,2024-01
2024-01-28,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,95.04000000000002,200.0,-104.95999999999998,1,1,95.04000000000002,0,0,92.83,0,0,50.31,0.0,1.0238069589572338,1.0238069589572338,44.41,71.8675,2024,2024-01
2024-01-29,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,160.87,200.0,-39.129999999999995,1,1,160.87,0,0,203.59000000000003,0,0,99.27999999999997,0.0,0.7901665111253008,0.7901665111253008,79.44,81.23,2024,2024-01
2024-01-30,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,119.80000000000001,200.0,-80.19999999999999,1,1,119.80000000000001,0,0,131.54,0,0,50.93000000000001,0.0,0.9107495818762356,0.9107495818762356,38.94999999999999,81.46166666666666,2024,2024-01
2024-01-31,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,166.65999999999997,200.0,-33.34000000000003,1,1,166.65999999999997,0,0,208.22,0,0,85.51000000000005,0.0,0.8004034194601862,0.8004034194601862,61.95,93.70541666666666,2024,2024-01
2024-02-01,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,58.69,200.0,-141.31,1,1,58.69,0,0,135.7,0,0,25.689999999999998,0.0,0.4324981577008106,0.4324981577008106,53.709999999999994,95.18208333333332,2024,2024-02
2024-02-02,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,121.12000000000002,200.0,-78.87999999999998,1,1,121.12000000000002,0,0,183.66,0,0,118.68,0.0,0.6594794729391268,0.6594794729391268,68.22,86.34250000000002,2024,2024-02
2024-02-03,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,105.17999999999999,200.0,-94.82000000000001,1,1,105.17999999999999,0,0,152.4,0,0,72.46000000000001,0.0,0.6901574803149606,0.6901574803149606,46.04,57.78333333333334,2024,2024-02
2024-02-04,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,132.32,200.0,-67.68,1,1,132.32,0,0,188.91000000000003,0,0,94.49999999999999,0.0,0.7004393626594674,0.7004393626594674,73.67,41.48833333333334,2024,2024-02
2024-02-05,24,Baseline,1,1,121.24000000000001,1,2,2,100.0,21.24000000000001,1,1,208.33000000000004,200.0,8.330000000000041,1,1,208.33000000000004,0,0,306.68,0,0,117.37000000000003,0.3953306377983566,0.6793074214164603,0.6793074214164603,106.24000000000001,61.74375,2024,2024-02
2024-02-06,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,143.79000000000002,200.0,-56.20999999999998,1,1,143.79000000000002,0,0,159.10999999999999,0,0,49.31,0.0,0.9037144114134877,0.9037144114134877,48.56,63.809583333333336,2024,2024-02
2024-02-07,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,138.43,200.0,-61.56999999999999,1,1,138.43,0,0,177.15999999999997,0,0,140.80999999999997,0.0,0.781384059607135,0.781384059607135,87.38999999999999,79.07875,2024,2024-02
2024-02-08,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,141.52,200.0,-58.47999999999999,1,1,141.52,0,0,148.36,0,0,64.22999999999999,0.0,0.9538959288217849,0.9538959288217849,55.980000000000004,92.75833333333333,2024,2024-02
2024-02-09,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,69.88999999999999,200.0,-130.11,1,1,69.88999999999999,0,0,84.08,0,0,45.34,0.0,0.8312321598477639,0.8312321598477639,30.409999999999997,80.45416666666667,2024,2024-02
2024-02-10,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,70.85,200.0,-129.15,1,1,70.85,0,0,76.00999999999999,0,0,38.099999999999994,0.0,0.932114195500592,0.932114195500592,25.419999999999995,72.00166666666667,2024,2024-02
2024-02-11,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,39.870000000000005,200.0,-160.13,1,1,39.870000000000005,0,0,80.82000000000002,0,0,65.28,0.0,0.49331848552338525,0.49331848552338525,38.50000000000001,61.973749999999995,2024,2024-02
2024-02-12,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,108.54999999999998,200.0,-91.45000000000002,1,1,108.54999999999998,0,0,125.77999999999999,0,0,75.21000000000001,0.0,0.8630147877245985,0.8630147877245985,46.98,76.69833333333334,2024,2024-02
2024-02-13,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,122.86000000000003,200.0,-77.13999999999997,1,1,122.86000000000003,0,0,150.91,0,0,86.13999999999999,0.0,0.8141276257371945,0.8141276257371945,47.39,76.81291666666668,2024,2024-02
2024-02-14,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,131.73000000000002,200.0,-68.26999999999998,1,1,131.73000000000002,0,0,147.0,0,0,67.88999999999999,0.0,0.8961224489795919,0.8961224489795919,43.96,73.76708333333333,2024,2024-02
2024-02-15,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,90.15,200.0,-109.85,1,1,90.15,0,0,101.69,0,0,71.22,0.0,0.8865178483626709,0.8865178483626709,38.02,76.44916666666667,2024,2024-02
2024-02-16,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,80.38,200.0,-119.62,1,1,80.38,0,0,110.28999999999999,0,0,45.150000000000006,0.0,0.728805875419349,0.728805875419349,30.47,62.288333333333334,2024,2024-02
2024-02-17,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,77.84000000000002,200.0,-122.15999999999998,1,1,77.84000000000002,0,0,98.46,0,0,77.57999999999998,0.0,0.7905748527320742,0.7905748527320742,48.87,65.85375,2024,2024-02
2024-02-18,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,39.03,200.0,-160.97,1,1,39.03,0,0,66.34,0,0,26.430000000000007,0.0,0.5883328308712692,0.5883328308712692,32.61,52.88041666666666,2024,2024-02
2024-02-19,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,81.00999999999999,200.0,-118.99000000000001,1,1,81.00999999999999,0,0,104.21000000000001,0,0,86.48000000000002,0.0,0.7773726129929948,0.7773726129929948,50.370000000000005,68.54416666666667,2024,2024-02
2024-02-20,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,124.45,200.0,-75.55,1,1,124.45,0,0,131.92000000000002,0,0,73.14,0.0,0.943374772589448,0.943374772589448,36.38999999999999,66.06625,2024,2024-02
2024-02-21,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,137.75,200.0,-62.25,1,1,137.75,0,0,140.93,0,0,77.71999999999998,0.0,0.9774356063293833,0.9774356063293833,45.87,61.310833333333335,2024,2024-02
2024-02-22,24,Baseline,1,1,104.78000000000002,1,2,2,100.0,4.780000000000015,1,1,130.04,200.0,-69.96000000000001,1,1,130.04,0,1,89.51,0,0,67.07,1.170595464193945,1.4527985699921795,1.4527985699921795,75.32000000000001,55.0625,2024,2024-02
2024-02-23,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,111.34,200.0,-88.66,1,1,111.34,1,0,199.24,0,0,132.93,0.0,0.5588235294117647,0.5588235294117647,76.1,58.75916666666668,2024,2024-02
2024-02-24,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,97.20000000000002,200.0,-102.79999999999998,1,1,97.20000000000002,0,0,103.1,0,0,52.03999999999999,0.0,0.9427740058195928,0.9427740058195928,46.650000000000006,57.21,2024,2024-02
2024-02-25,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,82.9,200.0,-117.1,1,1,82.9,0,0,89.69,0,0,65.58000000000001,0.0,0.9242947931764969,0.9242947931764969,45.39,60.89125000000001,2024,2024-02
2024-02-26,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,88.54000000000002,200.0,-111.45999999999998,1,1,88.54000000000002,0,0,115.35,0,0,75.96000000000001,0.0,0.7675769397485914,0.7675769397485914,36.45,67.29916666666666,2024,2024-02
2024-02-27,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,160.98000000000002,200.0,-39.01999999999998,1,1,160.98000000000002,0,0,173.79000000000002,0,0,100.64000000000001,0.0,0.9262903504229242,0.9262903504229242,54.52,75.00916666666667,2024,2024-02
2024-02-28,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,139.86999999999998,200.0,-60.130000000000024,1,1,139.86999999999998,0,0,145.62,0,0,63.79999999999998,0.0,0.9605136657052601,0.9605136657052601,45.089999999999996,77.33041666666666,2024,2024-02
2024-02-29,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,110.47,200.0,-89.53,1,1,110.47,0,0,113.86,0,0,32.49000000000001,0.0,0.9702265940628843,0.9702265940628843,34.099999999999994,69.31708333333334,2024,2024-02
2024-03-01,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,93.53000000000002,200.0,-106.46999999999998,1,1,93.53000000000002,0,0,101.78,0,0,58.65999999999997,0.0,0.9189428178424053,0.9189428178424053,34.66,70.94208333333334,2024,2024-03
2024-03-02,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,84.69000000000001,200.0,-115.30999999999999,1,1,84.69000000000001,0,0,91.64,0,0,66.13,0.0,0.9241597555652554,0.9241597555652554,38.71999999999999,64.51541666666667,2024,2024-03
2024-03-03,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,64.00000000000001,200.0,-136.0,1,1,64.00000000000001,0,0,84.86,0,0,62.76999999999998,0.0,0.7541833608296019,0.7541833608296019,44.449999999999996,60.95333333333334,2024,2024-03
2024-03-04,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,150.41000000000003,200.0,-49.589999999999975,1,1,150.41000000000003,0,0,159.38,0,0,51.859999999999985,0.0,0.9437194127243069,0.9437194127243069,49.52000000000001,74.74875,2024,2024-03
2024-03-05,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,115.91000000000001,200.0,-84.08999999999999,1,1,115.91000000000001,0,0,127.34,0,0,93.89000000000001,0.0,0.9102403015548924,0.9102403015548924,55.09,76.15208333333334,2024,2024-03
2024-03-06,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,169.85999999999999,200.0,-30.140000000000015,1,1,169.85999999999999,0,0,177.5,0,0,89.16999999999999,0.0,0.9569577464788731,0.9569577464788731,52.620000000000005,82.48291666666667,2024,2024-03
2024-03-07,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,139.30999999999997,200.0,-60.690000000000026,1,1,139.30999999999997,0,0,143.66000000000003,0,0,66.55999999999997,0.0,0.96972017262982,0.96972017262982,45.39,79.06583333333333,2024,2024-03
2024-03-08,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,117.61,200.0,-82.39,1,1,117.61,0,0,136.27,0,0,56.09,0.0,0.8630659719674175,0.8630659719674175,43.71,75.11458333333333,2024,2024-03
2024-03-09,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,108.25999999999999,200.0,-91.74000000000001,1,1,108.25999999999999,0,0,149.70999999999998,0,0,14.950000000000003,0.0,0.7231313873488745,0.7231313873488745,75.38,51.39458333333334,2024,2024-03
2024-03-10,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,108.56,200.0,-91.44,1,1,108.56,0,0,144.08999999999997,0,0,48.74,0.0,0.7534180026372408,0.7534180026372408,68.02,37.42125,2024,2024-03
2024-03-11,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,128.78000000000003,200.0,-71.21999999999997,1,1,128.78000000000003,0,0,165.74,0,0,114.42000000000002,0.0,0.7770001206709305,0.7770001206709305,64.52,71.37458333333332,2024,2024-03
2024-03-12,24,Baseline,1,1,114.87999999999998,1,2,2,100.0,14.879999999999981,1,1,148.12,200.0,-51.879999999999995,1,1,148.12,0,0,159.6,0,0,123.01999999999998,0.7197994987468671,0.9280701754385966,0.9280701754385966,63.14999999999999,85.53166666666665,2024,2024-03
2024-03-13,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,121.48000000000002,200.0,-78.51999999999998,1,1,121.48000000000002,0,0,139.99,0,0,70.85000000000002,0.0,0.8677762697335525,0.8677762697335525,45.589999999999996,77.93374999999999,2024,2024-03
2024-03-14,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,150.17999999999998,200.0,-49.82000000000002,1,1,150.17999999999998,0,0,175.64999999999998,0,0,75.38,0.0,0.854995730145175,0.854995730145175,62.279999999999994,72.72125,2024,2024-03
2024-03-15,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,157.59,200.0,-42.41,1,1,157.59,0,0,177.82999999999998,0,0,93.66,0.0,0.8861834336163753,0.8861834336163753,63.300000000000004,59.317083333333336,2024,2024-03
2024-03-16,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,97.82999999999998,200.0,-102.17000000000002,1,1,97.82999999999998,0,0,139.02999999999997,0,0,92.11999999999998,0.0,0.7036610803423722,0.7036610803423722,55.059999999999995,54.988333333333344,2024,2024-03
2024-03-17,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,58.67999999999998,200.0,-141.32000000000002,1,1,58.67999999999998,0,0,106.13999999999999,0,0,44.099999999999994,0.0,0.552854720180893,0.552854720180893,51.919999999999995,60.00458333333333,2024,2024-03
2024-03-18,24,Baseline,1,1,133.18,1,2,2,100.0,33.18000000000001,1,1,176.72000000000003,200.0,-23.279999999999973,1,1,176.72000000000003,0,0,208.78,0,0,126.86999999999995,0.6378963502251174,0.846441230002874,0.846441230002874,82.74999999999999,83.68958333333335,2024,2024-03
2024-03-19,24,Baseline,1,1,107.51000000000002,1,2,2,100.0,7.510000000000019,1,1,197.77,200.0,-2.2299999999999898,1,1,197.77,0,0,210.01,0,0,100.66999999999999,0.5119280034284083,0.941717061092329,0.941717061092329,74.59,83.27916666666667,2024,2024-03
2024-03-20,24,Baseline,1,1,160.49,1,2,2,100.0,60.49000000000001,1,1,250.47,200.0,50.47,1,1,250.47,0,0,294.55,0,0,147.95000000000002,0.544865048378883,0.8503479884569682,0.8503479884569682,112.49000000000001,86.19166666666666,2024,2024-03
2024-03-21,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,186.06,200.0,-13.939999999999998,1,1,186.06,0,0,202.41000000000003,0,0,81.07999999999998,0.0,0.9192233585297168,0.9192233585297168,74.08000000000001,79.61375,2024,2024-03
2024-03-22,24,Baseline,1,1,107.46000000000002,1,2,2,100.0,7.460000000000022,1,1,167.98000000000002,200.0,-32.01999999999998,1,1,167.98000000000002,0,0,206.94,0,0,123.66000000000001,0.51928095100029,0.811732869430753,0.811732869430753,68.6,68.73416666666667,2024,2024-03
2024-03-23,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,110.64999999999999,200.0,-89.35000000000001,1,1,110.64999999999999,0,0,172.35000000000002,0,0,13.480000000000004,0.0,0.6420075427908325,0.6420075427908325,78.1,44.09291666666667,2024,2024-03
2024-03-24,24,Baseline,1,1,105.13000000000001,1,2,2,100.0,5.13000000000001,1,1,134.28000000000003,200.0,-65.71999999999997,1,1,134.28000000000003,0,0,191.38,0,0,126.03999999999999,0.5493259483749608,0.7016407148082351,0.7016407148082351,86.58,32.09583333333333,2024,2024-03
2024-03-25,24,Baseline,1,1,178.47000000000003,1,2,2,100.0,78.47000000000003,1,1,254.40000000000003,200.0,54.400000000000034,1,1,254.40000000000003,0,0,287.58000000000004,0,0,181.44000000000003,0.6205925307740455,0.8846234091383267,0.8846234091383267,108.69000000000001,86.0,2024,2024-03
2024-03-26,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,177.74,200.0,-22.25999999999999,1,1,177.74,0,0,185.95,0,0,59.980000000000004,0.0,0.9558483463296586,0.9558483463296586,89.58999999999999,66.29333333333334,2024,2024-03
2024-03-27,24,Baseline,1,1,111.63999999999999,1,2,2,100.0,11.639999999999986,1,1,172.04,200.0,-27.960000000000008,1,1,172.04,0,0,186.44,0,0,98.24000000000002,0.5987985410856039,0.9227633555031108,0.9227633555031108,70.86000000000001,69.97708333333333,2024,2024-03
2024-03-28,24,Baseline,1,1,222.62,2,4,4,200.0,22.620000000000005,1,1,222.62,200.0,22.620000000000005,1,1,222.62,0,0,200.68,0,0,91.75,1.1093282838349612,1.1093282838349612,1.1093282838349612,83.58,52.44291666666667,2024,2024-03
2024-03-29,24,Baseline,1,1,118.86000000000001,1,2,2,100.0,18.860000000000014,1,1,123.66000000000003,200.0,-76.33999999999997,1,1,123.66000000000003,0,0,204.4,0,0,179.25,0.5815068493150686,0.604990215264188,0.604990215264188,95.57000000000001,37.16416666666667,2024,2024-03
2024-03-30,24,Baseline,1,1,0.0,0,0,0,0.0,0.0,1,1,59.769999999999996,200.0,-140.23000000000002,1,1,59.769999999999996,0,0,168.18,0,0,38.650000000000006,0.0,0.35539303127601374,0.35539303127601374,80.49,49.91416666666667,2024,2024-03
2024-03-31,23,Baseline,1,1,107.52000000000001,1,2,2,100.0,7.52000000000001,1,1,166.18,200.0,-33.81999999999999,1,1,166.18,0,0,168.27,0,0,76.62000000000002,0.6389730789802104,0.9875794853509241,0.9875794853509241,85.94,34.45869565217391,2024,2024-03
2024-04-01,24,ML,1,1,0.0,0,0,0,0.0,0.0,1,1,137.23,200.0,-62.77000000000001,1,1,103.49000000000001,0,0,134.59,0,0,42.06000000000001,0.0,1.0196151274240284,0.7689278549669367,61.33,29.501666666666665,2024,2024-04
2024-04-02,24,ML,1,1,168.76,1,2,2,100.0,68.75999999999999,1,1,222.70000000000005,200.0,22.700000000000045,1,1,249.90000000000003,0,0,329.85,0,0,169.43,0.5116264968925268,0.6751553736546916,0.7576170986812187,95.11999999999999,33.14958333333333,2024,2024-04
2024-04-03,24,ML,1,1,0.0,0,0,0,0.0,0.0,1,1,185.26999999999995,200.0,-14.730000000000047,1,1,186.23999999999998,0,0,200.20999999999998,0,0,91.27000000000001,0.0,0.9253783527296338,0.9302232655711503,70.6,81.28416666666668,2024,2024-04
2024-04-04,24,ML,1,1,0.0,0,0,0,0.0,0.0,1,1,139.01999999999998,200.0,-60.98000000000002,1,1,130.52999999999997,0,0,161.7,0,0,103.86,0.0,0.8597402597402597,0.8072356215213357,55.839999999999996,65.39874999999999,2024,2024-04
2024-04-05,24,ML,1,1,169.53,1,2,2,100.0,69.53,1,1,189.27000000000004,200.0,-10.729999999999961,1,1,199.16000000000003,0,0,224.3,0,0,111.33000000000001,0.7558181007579134,0.8438252340615249,0.8879179670084708,89.3,54.55375,2024,2024-04
2024-04-06,24,ML,1,1,150.03,1,2,2,100.0,50.03,1,1,194.53000000000003,200.0,-5.46999999999997,1,1,204.39,0,0,249.79000000000002,0,0,155.12,0.6006245246006645,0.7787741703030546,0.8182473277553144,126.12,42.059999999999995,2024,2024-04
2024-04-07,24,ML,1,1,148.03,1,2,2,100.0,48.03,1,1,181.75,200.0,-18.25,1,1,153.82999999999998,0,0,252.25,0,0,208.95,0.5868384539147671,0.7205153617443013,0.6098315163528245,128.21,20.4075,2024,2024-04
2024-04-08,24,ML,1,1,317.96999999999997,2,4,4,200.0,117.96999999999997,1,1,317.96999999999997,200.0,117.96999999999997,1,1,303.41,0,0,322.51,0,0,96.67000000000002,0.9859229171188489,0.9859229171188489,0.9407770301696072,115.4,67.70208333333333,2024,2024-04
2024-04-09,24,ML,1,1,137.51999999999998,1,2,2,100.0,37.51999999999998,1,1,177.61,200.0,-22.389999999999986,1,1,198.16999999999996,0,0,218.82,0,0,94.48999999999998,0.6284617493830545,0.8116716936294672,0.9056301983365321,81.87,60.10583333333333,2024,2024-04
2024-04-10,24,ML,1,1,313.09,2,4,4,200.0,113.08999999999997,1,1,313.09,200.0,113.08999999999997,1,1,412.27000000000004,0,0,470.48,0,0,286.34000000000003,0.6654693079408263,0.6654693079408263,0.876275293317463,164.60999999999999,68.62083333333334,2024,2024-04
