datetime,Date,Settlement Term,System Imbalance (MWh),SREC (EUR/MWh),SREC price (EUR/MWh),Imbalance Settlement Price (EUR/MWh),Payment of subject for imbalance (EUR),Payment of OKTE for imbalance (EUR),Payment for System Imbalance (EUR),Total Cost of RE (EUR),Payment for SREC (EUR),Balance of Revenues and Expenses for Imbalance and RE (EUR),Settlement in special mode,source_file
2026-04-07 05:15:00,2026-04-07,22,2.13,1.303,1.303,82.686,-1.8071852,1.9862831,179.0979,-710.7282,89.6464,441.9839,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 05:30:00,2026-04-07,23,0.089,1.3719,1.3719,74.608,-1.5367756,1.5461016,9.326,-777.5862,94.3867,673.8735,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 05:45:00,2026-04-07,24,-7.088,0.6944,0.6944,161.876,-4.5488775,3.4040904,-1.1447871,-409.6786,47.7747,1.506691,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 06:00:00,2026-04-07,25,-4.1,0.0149,0.0149,144.496,-4.8286228,4.2400906,-588.5322,-9.3294,1.192,596.6696,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 06:15:00,2026-04-07,26,-9.11,-1.1518,-1.1518,157.3,-5.7733819,4.3373902,-1.4359917,754.2861,-92.1452,773.8508,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 06:30:00,2026-04-07,27,-7.996,-1.0525,-1.0525,171.523,-6.5130714,5.1287092,-1.3843621,708.7584,-84.2011,759.8048,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 06:45:00,2026-04-07,28,-7.883,-0.5554,-0.5554,193.479,-7.2525603,5.6996979,-1.5528625,383.6976,-44.4326,1.2135974,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 07:00:00,2026-04-07,29,-4.566,-0.2213,-0.2213,208.087,-6.651501,5.6460246,-1.0054764,156.8124,-20.5526,869.2166,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 07:15:00,2026-04-07,30,2.012,0.4908,0.4908,93.013,-2.3765752,2.5266051,150.03,-351.1831,45.5816,155.5716,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 07:30:00,2026-04-07,31,5.146,0.7586,0.7586,72.428,-1.5041123,1.841844,337.7318,-545.5199,70.4527,137.3354,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 07:45:00,2026-04-07,32,4.625,0.8886,0.8886,93.76,-2.533489,2.9178112,384.3222,-639.715,82.5261,172.8667,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 08:00:00,2026-04-07,33,10.726,1.2322,1.2322,70.682,-1.8567455,2.5617984,705.053,-884.2246,128.081,51.0906,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 08:15:00,2026-04-07,34,8.175,0.2122,0.2122,27.826,-814.8009,1.0192664,204.4654,-153.4144,22.0571,-73.1082,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 08:30:00,2026-04-07,35,-0.422,-0.2445,-0.2445,109.923,-4.2908443,4.2155471,-75.2973,179.4059,-25.4146,-78.6941,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 08:45:00,2026-04-07,36,-2.387,1.8515,1.8515,97.9584,-5.474895,5.2151093,-259.7857,-1.3605388,192.4542,1.4278703,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 09:00:00,2026-04-07,37,14.292,1.8054,1.8054,59.4694,-1.8047774,2.6311047,826.3273,-1.3293065,199.531,303.4482,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 09:15:00,2026-04-07,38,8.535,1.4093,1.4093,48.21,-1.8003542,2.1890233,388.669,-1.0403749,155.7544,495.9515,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 09:30:00,2026-04-07,39,7.507,0.3871,0.3871,10.886,-399.8101,478.5159,78.7058,-286.4056,42.7819,164.9179,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 09:45:00,2026-04-07,40,8.999,-2.7955,-2.7955,-272.075,-17.3300892,15.0642486,-2.2658406,2.0977371,-308.9559,477.0594,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 10:00:00,2026-04-07,41,18.035,-0.5689,-0.5689,-16.873,-803.3067,512.298,-291.0086,451.0571,-64.148,-95.9004,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 10:15:00,2026-04-07,42,19.555,-2.9604,-2.9604,-136.646,-6.7339149,4.1664732,-2.5674417,2.3474044,-333.8088,553.8461,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 10:30:00,2026-04-07,43,13.208,-0.9058,-0.9058,-58.15,-2.6359977,1.9136584,-722.3393,722.0191,-102.1362,102.4564,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 10:45:00,2026-04-07,44,26.227,-14.8679,-14.8679,-476.565,-26.5132172,14.3522315,-12.1609857,11.8156757,-1.6764747,2.0217846,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 11:00:00,2026-04-07,45,7.121,-0.1439,-0.1439,0.437,-18.139,20.8501,2.7111,116.4125,-16.6862,-102.4374,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 11:15:00,2026-04-07,46,5.107,-0.0309,-0.0309,-5.412,-225.8319,200.6553,-25.1766,25.0496,-3.5831,3.7101,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 11:30:00,2026-04-07,47,8.645,0.1985,0.1985,-3.1451,-131.3362,104.0179,-27.3183,-162.1924,23.0175,166.4933,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 11:45:00,2026-04-07,48,3.545,0.0068,0.0068,-5.8228,-259.9181,238.4961,-21.4221,-5.5399,0.7885,26.1735,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 12:00:00,2026-04-07,49,9.969,0.0257,0.0257,-28.2573,-1.384862,1.1048039,-280.0581,-21.0819,2.9579,298.1821,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 12:15:00,2026-04-07,50,8.798,-0.1932,-0.1932,-30.3507,-1.5585995,1.2923632,-266.2363,158.0318,-22.2358,130.4403,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 12:30:00,2026-04-07,51,21.023,-0.0181,-0.0181,-38.9135,-2.345628,1.5294951,-816.1328,14.7914,-2.0832,803.4246,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 12:45:00,2026-04-07,52,20.243,0.0546,0.0546,-42.1181,-2.1971749,1.3425566,-854.6184,-45.9774,6.284,894.3117,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 13:00:00,2026-04-07,53,9.069,0.3492,0.3492,-40.0326,-2.1183651,1.7635962,-354.7689,-295.4754,39.9219,610.3224,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 13:15:00,2026-04-07,54,12.427,0.3095,0.3095,-39.7344,-2.1491145,1.6604211,-488.6934,-260.0386,35.3833,713.3487,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 13:30:00,2026-04-07,55,14.428,0.4756,0.4756,-43.0606,-2.2847093,1.6841431,-600.5662,-394.4896,54.3725,940.6833,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 13:45:00,2026-04-07,56,15.579,-0.2049,-0.2049,-44.4001,-2.4071514,1.7456343,-661.5171,169.9707,-23.425,514.9714,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 14:00:00,2026-04-07,57,17.747,0.1409,0.1409,-47.6279,-2.4109243,1.6073464,-803.5779,-115.94,15.7233,903.7946,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 14:15:00,2026-04-07,58,18.965,-0.0381,-0.0381,-52.2866,-2.7769936,1.8264232,-950.5704,31.0622,-4.2517,923.7598,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 14:30:00,2026-04-07,59,16.538,0.8826,0.8826,-49.4284,-2.6813918,1.9016094,-779.7824,-716.9032,98.4911,1.3981945,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 14:45:00,2026-04-07,60,21.723,1.3738,1.3738,-47.9163,-2.8130222,1.8028508,-1.0101714,-1.0927203,153.3051,1.9495866,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 15:00:00,2026-04-07,61,31.596,0.0882,0.0882,-39.6314,-2.3596139,1.1409484,-1.2186656,-69.8619,9.9782,1.2785493,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 15:15:00,2026-04-07,62,28.16,1.0085,1.0085,-37.1588,-2.109245,1.0886785,-1.0205664,-769.2636,114.0926,1.6757374,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 15:30:00,2026-04-07,63,19.501,0.9328,0.9328,-36.6118,-1.958292,1.2687819,-689.51,-711.9904,105.5286,1.2959718,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 15:45:00,2026-04-07,64,20.677,0.8009,0.8009,-31.5943,-1.7179085,1.0823259,-635.5825,-604.5865,90.6066,1.1495624,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 16:00:00,2026-04-07,65,33.699,-8.8152,-8.8152,-253.515,-16.0115004,7.6442378,-8.3672626,6.1839441,-1.0513096,3.234628,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 16:15:00,2026-04-07,66,40.671,-2.2589,-2.2589,-86.231,-5.7134074,2.2564928,-3.4569146,1.593979,-269.3987,2.1323342,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 16:30:00,2026-04-07,67,34.62,0.672,0.672,-8.5205,-555.3406,264.2463,-291.0944,-453.4367,80.1434,664.3877,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 16:45:00,2026-04-07,68,32.472,0.7946,0.7946,-1.4975,-80.4427,32.3415,-48.1012,-537.977,94.7648,491.3134,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 17:00:00,2026-04-07,69,31.153,0.4279,0.4279,2.539,-102.6543,180.6803,78.026,-288.7161,54.6159,156.0742,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 17:15:00,2026-04-07,70,23.447,0.4952,0.4952,12.572,-507.7454,795.6693,287.9239,-336.9295,63.2058,-14.2003,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 17:30:00,2026-04-07,71,23.168,-4.664,-4.664,-139.774,-8.8372112,5.6626641,-3.1745471,3.2007935,-595.299,569.0526,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 17:45:00,2026-04-07,72,3.336,-0.1716,-0.1716,-13.737,-612.1207,570.5113,-41.6094,118.6108,-21.9025,-55.0989,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 18:00:00,2026-04-07,73,15.075,-0.3754,-0.3754,-21.04,-993.5719,681.5066,-312.0653,264.3169,-51.0398,98.7881,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 18:15:00,2026-04-07,74,7.656,-0.2516,-0.2516,-18.591,-793.8915,654.3288,-139.5626,178.9929,-34.2078,-5.2225,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 18:30:00,2026-04-07,75,-2.322,-0.5141,-0.5141,154.209,-5.5217617,5.1495011,-372.2605,374.3821,-69.8976,67.776,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 18:45:00,2026-04-07,76,-7.48,-0.8981,-0.8981,189.948,-6.5704913,5.1386632,-1.431828,662.503,-122.1066,891.4316,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 19:00:00,2026-04-07,77,-9.551,-1.1822,-1.1822,157.7124,-7.2456231,5.7363154,-1.5093077,880.675,-171.6744,800.307,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 19:15:00,2026-04-07,78,0.905,0.0672,0.0672,54.072,-1.3263321,1.3739695,47.6374,-50.6378,9.7585,-6.7581,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 19:30:00,2026-04-07,79,-1.828,-0.1531,-0.1531,217.349,-6.8554048,6.4561347,-399.2701,117.2849,-22.2326,304.2178,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 19:45:00,2026-04-07,80,-1.134,0.0462,0.0462,230.813,-5.980134,5.7137758,-266.3582,-35.6332,6.709,295.2824,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 20:00:00,2026-04-07,81,-1.05,-0.1433,-0.1433,231.11,-5.7523279,5.5064269,-245.901,111.9667,-20.8876,154.8219,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 20:15:00,2026-04-07,82,7.764,1.2401,1.2401,107.833,-2.15666,2.9921501,835.4901,-955.6437,180.7582,-60.6046,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 20:30:00,2026-04-07,83,5.789,0.8351,0.8351,93.988,-1.9849326,2.5276193,542.6867,-635.5544,121.725,-28.8573,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 20:45:00,2026-04-07,84,0.641,-0.4447,-0.4447,13.689,-459.7314,468.1364,8.405,332.807,-64.8199,-276.3921,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 21:00:00,2026-04-07,85,11.704,1.0727,1.0727,68.837,-1.4158394,2.2208881,805.0487,-788.4884,135.2782,-151.8385,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 21:15:00,2026-04-07,86,4.406,0.3197,0.3197,45.544,-1.0104847,1.210013,199.5283,-231.1797,40.3174,-8.6659,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 21:30:00,2026-04-07,87,-1.722,-0.1854,-0.1854,151.745,-4.2303471,3.9672213,-263.1258,132.6719,-23.3808,153.8347,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 21:45:00,2026-04-07,88,24.022,-7.4279,-7.4279,-221.146,-10.6727271,5.3641174,-5.3086097,5.1303447,-936.7325,1.1149975,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 22:00:00,2026-04-07,89,-4.066,-1.7776,-1.7776,151.481,-4.6753096,4.053783,-621.5265,1.2016402,-186.1076,-394.006,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 22:15:00,2026-04-07,90,11.895,-0.5587,-0.5587,-50.0,-1.632,1.0388,-593.2,370.5601,-58.4937,281.1336,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 22:30:00,2026-04-07,91,2.223,-0.1375,-0.1375,-50.0,-1.5659,1.45685,-109.05,90.6087,-14.3957,32.837,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 22:45:00,2026-04-07,92,1.51,-0.549,-0.549,-16.64,-581.6678,556.9741,-24.6938,352.8894,-57.4781,-270.7175,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 23:00:00,2026-04-07,93,0.782,-0.1869,-0.1869,19.013,-615.793,630.5281,14.7351,117.2701,-15.7643,-116.2409,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 23:15:00,2026-04-07,94,4.157,0.5555,0.5555,60.084,-1.5541327,1.803241,249.1083,-340.8146,46.8542,44.8521,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 23:30:00,2026-04-07,95,4.446,0.3731,0.3731,47.053,-1.3648664,1.5723701,207.5037,-226.2853,31.4695,-12.6879,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-07 23:45:00,2026-04-07,96,5.341,0.3713,0.3713,40.551,-1.2389547,1.4538345,214.8797,-224.0028,31.3177,-22.1946,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 00:00:00,2026-04-08,1,8.324,1.1422,1.1422,73.594,-1.246756,1.8566294,609.8735,-680.9908,80.2658,-9.1485,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 00:15:00,2026-04-08,2,9.607,1.0351,1.0351,60.552,-1.2187301,1.7985761,579.846,-611.0891,72.7396,-41.4964,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 00:30:00,2026-04-08,3,11.705,1.8527,1.8527,90.438,-1.5838407,2.6396139,1.0557732,-1.076212,130.1948,-109.756,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 00:45:00,2026-04-08,4,10.911,1.4781,1.4781,80.541,-1.3981918,2.2741557,875.9639,-853.2361,103.8705,-126.5983,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 01:00:00,2026-04-08,5,7.776,0.9218,0.9218,63.065,-1.1465848,1.6354016,488.8168,-526.3166,56.8529,-19.3532,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 01:15:00,2026-04-08,6,8.588,0.7468,0.7468,51.778,-1.1261715,1.5688216,442.6501,-425.9514,46.0596,-62.7584,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 01:30:00,2026-04-08,7,3.634,0.3601,0.3601,50.304,-1.0666963,1.247841,181.1447,-204.6116,22.2095,1.2574,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 01:45:00,2026-04-08,8,7.521,0.6427,0.6427,46.313,-918.8036,1.2649933,346.1897,-359.5944,39.6392,-26.2344,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 02:00:00,2026-04-08,9,5.153,0.5224,0.5224,59.954,-1.2182653,1.5255295,307.2643,-298.8346,30.4528,-38.8824,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 02:15:00,2026-04-08,10,7.172,0.6927,0.6927,51.72,-1.1933356,1.5626681,369.3325,-389.1533,40.3803,-20.5595,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 02:30:00,2026-04-08,11,11.892,0.9241,0.9241,42.65,-820.586,1.3256473,505.0613,-518.7304,53.8695,-40.2004,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 02:45:00,2026-04-08,12,12.205,1.3141,1.3141,57.054,-1.0467127,1.7415163,694.8036,-732.2846,76.6041,-39.1232,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 03:00:00,2026-04-08,13,15.309,1.5578,1.5578,56.204,-1.0057144,1.8649049,859.1905,-868.5443,89.4411,-80.0873,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 03:15:00,2026-04-08,14,16.819,1.6076,1.6076,52.143,-888.621,1.7645713,875.9503,-896.3603,92.3004,-71.8903,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 03:30:00,2026-04-08,15,16.84,1.4278,1.4278,48.057,-771.2668,1.5792011,807.9343,-800.3599,81.9771,-89.5515,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 03:45:00,2026-04-08,16,13.907,1.5163,1.5163,61.611,-1.0472638,1.9045808,857.3171,-860.1744,87.0584,-84.201,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 04:00:00,2026-04-08,17,7.413,0.8209,0.8209,65.427,-1.5778375,2.062717,484.8795,-474.4394,51.5361,-61.9762,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 04:15:00,2026-04-08,18,14.719,1.5332,1.5332,57.592,-1.1373844,1.9862329,848.8485,-880.6898,96.2543,-64.413,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 04:30:00,2026-04-08,19,11.464,1.835,1.835,92.581,-1.708212,2.77169,1.0634779,-1.0736222,115.2013,-105.057,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 04:45:00,2026-04-08,20,10.217,1.7878,1.7878,100.58,-1.5663323,2.5966739,1.0303415,-1.063341,112.2381,-79.2386,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 05:00:00,2026-04-08,21,20.237,4.0403,4.0403,102.9319,-1.5947239,3.678889,2.0841651,-2.4248205,294.4207,46.2347,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 05:15:00,2026-04-08,22,20.697,3.5036,3.5036,101.587,-1.0975459,3.2033429,2.1057969,-2.1293613,255.3108,-231.7465,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 05:30:00,2026-04-08,23,20.949,4.3972,4.3972,111.7094,-1.4846179,3.8288397,2.3442218,-2.7535548,320.4284,88.9047,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 05:45:00,2026-04-08,24,15.007,2.3677,2.3677,104.429,-1.4513542,3.019669,1.5683147,-1.5207304,172.5367,-220.121,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 06:00:00,2026-04-08,25,1.975,0.7852,0.7852,104.323,-4.2190308,4.4285114,209.4806,-538.6897,68.9233,260.2858,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 06:15:00,2026-04-08,26,12.661,2.4283,2.4283,133.71,-2.6025314,4.2963697,1.6938383,-1.7331541,213.1513,-173.8355,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 06:30:00,2026-04-08,27,8.178,0.8333,0.8333,105.139,-1.8422456,2.701126,858.8805,-615.2108,73.1454,-316.8151,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 06:45:00,2026-04-08,28,1.935,0.4198,0.4198,114.948,-2.604032,2.8248471,220.8151,-315.3302,36.8492,57.6659,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 07:00:00,2026-04-08,29,7.575,0.9322,0.9322,109.496,-2.4183287,3.2408626,822.534,-708.3475,90.2109,-204.3973,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 07:15:00,2026-04-08,30,12.75,1.8494,1.8494,107.063,-2.3463927,3.6976348,1.3512421,-1.4226117,178.9701,-107.6006,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 07:30:00,2026-04-08,31,17.961,2.5578,2.5578,106.19,-2.1029868,3.9918945,1.8889077,-1.9533948,247.5234,-183.0363,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 07:45:00,2026-04-08,32,8.765,1.1389,1.1389,100.29,-3.0337725,3.8949627,861.1902,-872.8162,110.2136,-98.5877,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 08:00:00,2026-04-08,33,-0.946,-0.167,-0.167,203.599,-6.9793737,6.7313901,-247.9836,126.2166,-16.9353,138.7023,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 08:15:00,2026-04-08,34,-1.991,-0.4444,-0.4444,159.907,-6.9022257,6.5194084,-382.8174,339.4746,-45.0662,88.4089,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 08:30:00,2026-04-08,35,-16.691,-2.1202,-2.1202,141.2932,-7.6821113,5.2385867,-2.4435246,1.6538942,-215.0074,1.0046378,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 08:45:00,2026-04-08,36,-11.103,-1.0847,-1.0847,127.5681,-7.214869,5.728318,-1.4865511,835.4173,-109.9983,761.1321,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 09:00:00,2026-04-08,37,-8.131,-1.1862,-1.1862,140.019,-5.0313027,3.7889141,-1.2423886,920.2496,-126.7146,448.8536,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 09:15:00,2026-04-08,38,-2.258,-0.165,-0.165,107.14,-3.5472983,3.1922363,-355.062,127.1676,-17.626,245.5203,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 09:30:00,2026-04-08,39,-10.684,-1.1475,-1.1475,85.158,-3.4999938,2.4872949,-1.0126989,880.6882,-122.5805,254.5913,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 09:45:00,2026-04-08,40,-11.551,-1.4932,-1.4932,103.424,-5.2464927,3.9107717,-1.335721,1.1365348,-159.5096,358.6958,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 10:00:00,2026-04-08,41,-9.165,-1.4095,-1.4095,122.514,-4.8134525,3.4909139,-1.3225386,1.1298981,-155.138,347.7786,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 10:15:00,2026-04-08,42,-15.967,-1.5414,-1.5414,82.177,-3.6687922,2.2299551,-1.4388371,1.2373019,-169.6557,371.1909,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 10:30:00,2026-04-08,43,-10.342,-0.5839,-0.5839,42.671,-1.8289644,1.3356876,-493.2768,472.3802,-64.2675,85.1641,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 10:45:00,2026-04-08,44,-6.276,-0.3157,-0.3157,24.808,-1.0200553,827.4708,-192.5845,257.9793,-34.7478,-30.647,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 11:00:00,2026-04-08,45,5.824,-0.1506,-0.1506,-11.887,-417.7211,370.0542,-47.6669,124.8518,-16.8545,-60.3304,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 11:15:00,2026-04-08,46,9.941,0.1001,0.1001,0.0,0.0,0.0,0.0,-83.1791,11.2028,71.9763,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 11:30:00,2026-04-08,47,24.878,0.4198,0.4198,-1.199,-60.3661,31.5721,-28.794,-346.6522,46.9823,328.4638,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 11:45:00,2026-04-08,48,25.723,0.7484,0.7484,-5.5,-287.0615,149.3855,-137.676,-618.1667,83.7579,672.0848,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 12:00:00,2026-04-08,49,53.92,2.8667,2.8667,-9.9614,-732.2426,205.3742,-526.8684,-2.3667244,312.8917,2.5807011,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 12:15:00,2026-04-08,50,32.129,0.8942,0.8942,-15.8347,-866.8865,370.9437,-495.9428,-759.3001,97.5992,1.1576437,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 12:30:00,2026-04-08,51,29.665,2.4151,2.4151,-16.4197,-881.6886,408.4565,-473.2322,-2.048333,263.6009,2.2579643,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 12:45:00,2026-04-08,52,29.769,0.9656,0.9656,-24.2854,-1.3763022,671.3942,-704.908,-821.2199,105.3923,1.4207356,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 13:00:00,2026-04-08,53,12.393,0.2592,0.2592,-24.695,-1.6076445,1.3254053,-282.2392,-221.2003,27.8526,475.5869,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 13:15:00,2026-04-08,54,3.799,-0.0685,-0.0685,-24.9215,-1.4473909,1.3736731,-73.7178,58.084,-7.3607,22.9945,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 13:30:00,2026-04-08,55,30.146,-0.0116,-0.0116,-24.9461,-1.461118,729.3741,-731.744,9.7083,-1.2465,723.2821,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 13:45:00,2026-04-08,56,27.145,0.3154,0.3154,-25.0433,-1.6208274,958.1316,-662.6958,-262.5014,33.8916,891.3056,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 14:00:00,2026-04-08,57,28.866,1.1196,1.1196,-22.5702,-1.4618944,830.7414,-631.1531,-933.3616,119.5834,1.4449313,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 14:15:00,2026-04-08,58,29.093,0.5067,0.5067,-20.5628,-1.3090278,725.9491,-583.0788,-421.4323,54.1201,950.3909,No,SystemImbalance_2026-04-01_2026-04-12.csv
2026-04-08 14:30:00,2026-04-08,59,2.082,-0.0067,-0.0067,-19.2313,-1.1634744,1.1374929,-25.9815,5.6012,-0.7156,21.0959,No,SystemImbalance_2026-04-01_2026-04-12.csv
