trial,cv_mae,state,datetime,duration_sec,param_n_estimators,param_learning_rate,param_max_depth,param_num_leaves,param_min_child_samples,param_subsample,param_colsample_bytree,param_reg_alpha,param_reg_lambda,param_max_error_lag,param_use_roll_3h,param_use_roll_6h,param_use_roll_12h,param_use_roll_24h,param_use_roll_48h,param_use_roll_median,param_use_error_trends,param_use_momentum,param_momentum_w1,param_momentum_w2,param_use_load_volatility,param_use_load_trend,param_use_load_range,param_reg_lag_depth,param_use_reg_std,param_use_reg_range,param_use_seasonal_error,param_use_hour_cyclical,param_use_dow_cyclical,param_use_is_weekend,param_use_same_hour_yesterday,param_use_same_hour_2d,param_use_same_hour_week,param_use_error_sign,param_use_forecast_level,param_use_forecast_diff,param_finetune_weight,param_finetune_days,best_so_far,is_best
63,38.389909786608115,COMPLETE,2026-02-02T14:44:09.593078,1.656786,449,0.03986765653727368,5,35,65,0.6288642178364986,0.7166294805587861,0.6123824986722811,0.958920626064312,24,True,True,False,False,False,False,True,True,0.5156056534576384,0.15197504658198746,True,True,False,3,True,False,True,True,True,True,True,True,False,False,True,True,3.1020478537158076,90,38.389909786608115,True
64,38.52325033192517,COMPLETE,2026-02-02T14:44:11.016885,1.422848,454,0.05289707539032079,4,44,69,0.6306903205299264,0.7380360107008984,0.7720761333832873,0.6943428790520175,24,True,True,False,False,False,False,True,True,0.5030441609183551,0.1490093070013221,True,True,False,3,True,False,True,True,True,True,True,True,False,False,True,True,3.0927095784807204,89,38.389909786608115,False
65,38.65527807085058,COMPLETE,2026-02-02T14:44:12.514978,1.497305,447,0.05307535209865484,4,54,69,0.6588478619803612,0.7448399416614733,0.7218327752113224,1.8411837438056593,24,True,True,False,False,False,False,True,True,0.49897586000078714,0.15061152903650052,True,True,False,2,True,False,True,True,True,True,True,True,False,False,True,True,3.198619822360671,65,38.389909786608115,False
66,38.63131668786762,COMPLETE,2026-02-02T14:44:13.849553,1.333606,464,0.059273810599450936,4,45,57,0.6311310812297755,0.7190655758837382,0.25493710825734156,0.7462448094597066,23,True,True,False,False,False,False,True,True,0.532887144363083,0.16310673747253612,True,True,False,3,True,False,True,True,True,False,True,True,False,False,True,True,3.693876777604152,74,38.389909786608115,False
67,41.166837288509655,COMPLETE,2026-02-02T14:44:15.234907,1.384669,466,0.06132844368266036,4,45,55,0.6338185672335263,0.8315863286413885,0.616699916307038,0.5700804147108983,23,True,True,False,False,False,False,True,False,0.5389166515081306,0.16120534249462468,True,True,False,3,True,True,True,True,True,False,True,True,False,False,True,False,3.751567927674452,75,38.389909786608115,False
68,39.622966247407014,COMPLETE,2026-02-02T14:44:16.784794,1.549097,430,0.021999673657115137,4,47,58,0.6766153918409739,0.7968984432966137,0.9735889073545925,3.2149329406185347,22,True,True,False,False,False,True,True,True,0.5122738283981338,0.14078804789502072,True,True,False,2,True,False,True,True,True,False,True,True,False,False,True,True,4.0193244537877035,60,38.389909786608115,False
69,38.98274901648545,COMPLETE,2026-02-02T14:44:17.927650,1.142137,487,0.039614933757000696,4,55,63,0.7026635662019871,0.7754824913135808,0.3459288458976436,0.8677170353255791,24,True,False,False,True,False,False,True,True,0.6051756858659101,0.12475145860582927,True,True,False,3,True,False,False,True,True,False,True,True,False,True,True,True,3.6425733021210585,74,38.389909786608115,False
70,38.947659153478,COMPLETE,2026-02-02T14:44:19.156306,1.227881,455,0.06812824398944171,4,99,65,0.6245995186305617,0.713886324910539,1.6179419493544973,0.5084043860684775,21,True,True,False,False,False,False,True,True,0.5529594624954857,0.15144685915881004,True,True,False,3,True,False,True,False,False,False,False,True,True,False,False,True,3.117145804537637,68,38.389909786608115,False
71,38.451962357363435,COMPLETE,2026-02-02T14:44:20.655023,1.49801,436,0.04727338070098369,5,36,76,0.5833290712370939,0.7210287486162276,0.4362226633882995,1.4974402916883898,24,True,True,False,False,False,False,True,True,0.5078173505272303,0.1817941483459814,True,True,False,3,True,False,True,True,True,False,True,True,False,False,True,True,2.8929243054461304,88,38.389909786608115,False
72,38.34445052145695,COMPLETE,2026-02-02T14:44:22.558425,1.902477,500,0.057093869625708685,5,43,48,0.630889515213951,0.737715859581253,0.3572545910666045,1.979898578467722,24,True,True,False,False,False,False,True,True,0.5252651752195341,0.16676974343514375,True,True,False,3,True,False,True,True,True,False,True,True,False,False,True,True,2.8712148752731563,90,38.34445052145695,True
