date,pnl,pnl_raw,n_correct,n_traded,cum_pnl,cum_pnl_raw,accuracy,year,month_period
2025-07-19,91.69999999999995,91.69999999999995,17,24,5908.1849999999995,6907.0700000000015,0.7083333333333334,2025,2025-07
2025-07-20,54.47,54.47,13,24,5962.655,6961.540000000002,0.5416666666666666,2025,2025-07
2025-07-21,167.33999999999997,167.33999999999997,20,24,6129.995,7128.880000000002,0.8333333333333334,2025,2025-07
2025-07-22,91.45,91.45,15,24,6221.445,7220.330000000002,0.625,2025,2025-07
2025-07-23,-443.19,-443.19,2,24,5778.255,6777.140000000002,0.08333333333333333,2025,2025-07
2025-07-24,83.92000000000003,83.92000000000003,19,24,5862.175,6861.060000000002,0.7916666666666666,2025,2025-07
2025-07-25,-204.90000000000003,-204.90000000000003,7,24,5657.275000000001,6656.160000000003,0.2916666666666667,2025,2025-07
2025-07-26,-213.79000000000002,-213.79000000000002,9,24,5443.485000000001,6442.370000000003,0.375,2025,2025-07
2025-07-27,0.07999999999994856,0.07999999999994856,10,24,5443.5650000000005,6442.450000000003,0.4166666666666667,2025,2025-07
2025-07-28,0.0,232.46,0,0,5443.5650000000005,6674.910000000003,0.0,2025,2025-07
2025-07-29,2.7500000000000178,252.63000000000005,2,3,5446.3150000000005,6927.540000000003,0.6666666666666666,2025,2025-07
2025-07-30,-2.2199999999999704,-14.249999999999947,15,24,5444.095,6913.290000000003,0.625,2025,2025-07
2025-07-31,3.690000000000026,-120.42,2,2,5447.785,6792.870000000003,1.0,2025,2025-07
2025-08-01,-8.659999999999986,107.84000000000002,1,2,5439.125,6900.710000000003,0.5,2025,2025-08
2025-08-02,242.17,242.17,24,24,5681.295,7142.880000000003,1.0,2025,2025-08
2025-08-03,38.71000000000001,38.71000000000001,10,24,5720.005,7181.590000000003,0.4166666666666667,2025,2025-08
2025-08-04,0.0,-138.97000000000003,0,0,5720.005,7042.620000000003,0.0,2025,2025-08
2025-08-05,100.34000000000002,100.34000000000002,16,24,5820.345,7142.960000000003,0.6666666666666666,2025,2025-08
